# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1000 50
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.178457 0.0787037
21 4.1 1.07333 0.601852
22 4.3 2.14595 1.75231
23 4.5 2.66913 3.31944
24 4.7 2.52274 4.93519
25 4.9 2.15144 6.43287
26 5.1 1.48262 7.55093
27 5.3 1.20799 8.53472
28 5.5 1.06368 9.46759
29 5.7 0.896968 10.3125
30 5.9 0.724803 11.044
31 6.1 0.718827 11.8194
32 6.3 0.577355 12.4838
33 6.5 0.616077 13.2384
34 6.7 0.569176 13.9792
35 6.9 0.61716 14.831
36 7.1 0.647823 15.7778
37 7.3 0.815088 17.037
38 7.5 0.931181 18.5556
39 7.7 0.954814 20.1968
40 7.9 1.11051 22.206
41 8.1 1.14762 24.3889
42 8.3 1.23554 26.8565
43 8.5 1.2455 29.4653
44 8.7 1.26274 32.2361
45 8.9 1.23284 35.0671
46 9.1 1.18407 37.9097
47 9.3 1.12815 40.7384
48 9.5 1.02718 43.4259
49 9.7 1.01496 46.1944
50 9.9 0.919787 48.8079
1300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.209749 0.0925926
21 4.1 1.11975 0.638889
22 4.3 2.24312 1.84259
23 4.5 2.6469 3.39815
24 4.7 2.42645 4.9537
25 4.9 2.05305 6.38426
26 5.1 1.51801 7.53009
27 5.3 1.17276 8.48611
28 5.5 1.04157 9.40046
29 5.7 0.950125 10.2963
30 5.9 0.730986 11.0347
31 6.1 0.692417 11.7824
32 6.3 0.627048 12.5046
33 6.5 0.572065 13.206
34 6.7 0.602396 13.9907
35 6.9 0.601492 14.8218
36 7.1 0.693095 15.8356
37 7.3 0.74246 16.9838
38 7.5 0.987018 18.5949
39 7.7 0.948522 20.2269
40 7.9 1.08005 22.1829
41 8.1 1.183 24.4352
42 8.3 1.261 26.956
43 8.5 1.26419 29.6065
44 8.7 1.20884 32.2616
45 8.9 1.21253 35.0486
46 9.1 1.21858 37.9769
47 9.3 1.09479 40.7245
48 9.5 1.04565 43.463
49 9.7 1.00128 46.1968
50 9.9 0.944141 48.8819
1400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.164199 0.0717593
21 4.1 1.10232 0.604167
22 4.3 2.1743 1.75926
23 4.5 2.63388 3.29167
24 4.7 2.45829 4.85185
25 4.9 1.92281 6.17824
26 5.1 1.60151 7.375
27 5.3 1.27928 8.40741
28 5.5 1.14533 9.40278
29 5.7 0.875416 10.2199
30 5.9 0.722176 10.9421
31 6.1 0.690758 11.6806
32 6.3 0.659781 12.4329
33 6.5 0.583572 13.1412
34 6.7 0.586948 13.8981
35 6.9 0.665117 14.8079
36 7.1 0.642561 15.7384
37 7.3 0.712167 16.8287
38 7.5 0.906754 18.294
39 7.7 1.02063 20.0324
40 7.9 1.05611 21.9259
41 8.1 1.16549 24.1227
42 8.3 1.25855 26.6134
43 8.5 1.31601 29.3449
44 8.7 1.18487 31.9213
45 8.9 1.18308 34.6134
46 9.1 1.18614 37.4352
47 9.3 1.13661 40.2593
48 9.5 1.08836 43.081
49 9.7 1.00284 45.7917
50 9.9 0.924914 48.3958
1500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.155571 0.0671296
21 4.1 0.965947 0.527778
22 4.3 2.26831 1.71759
23 4.5 2.44594 3.12269
24 4.7 2.47496 4.67361
25 4.9 2.00858 6.04167
26 5.1 1.6063 7.22685
27 5.3 1.35955 8.31019
28 5.5 1.12761 9.27778
29 5.7 0.95694 10.1597
30 5.9 0.682184 10.8333
31 6.1 0.70398 11.5764
32 6.3 0.627099 12.2824
33 6.5 0.587174 12.9861
34 6.7 0.656265 13.8218
35 6.9 0.658198 14.7106
36 7.1 0.602215 15.5718
37 7.3 0.72434 16.6667
38 7.5 0.848714 18.0208
39 7.7 1.00065 19.7037
40 7.9 1.05262 21.5671
41 8.1 1.17169 23.7477
42 8.3 1.22015 26.1319
43 8.5 1.27185 28.7384
44 8.7 1.28736 31.5023
45 8.9 1.19513 34.1875
46 9.1 1.17569 36.9491
47 9.3 1.1068 39.6644
48 9.5 1.10681 42.4977
49 9.7 0.999189 45.1644
50 9.9 0.981709 47.8935
1600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.150969 0.0648148
21 4.1 0.965974 0.523148
22 4.3 2.27983 1.71296
23 4.5 2.47861 3.12963
24 4.7 2.31674 4.57407
25 4.9 2.02903 5.94907
26 5.1 1.68068 7.18287
27 5.3 1.40734 8.29861
28 5.5 1.04115 9.1875
29 5.7 0.956751 10.0648
30 5.9 0.763402 10.8148
31 6.1 0.687718 11.537
32 6.3 0.607553 12.2176
33 6.5 0.592097 12.9236
34 6.7 0.692487 13.8009
35 6.9 0.615026 14.6273
36 7.1 0.667102 15.5764
37 7.3 0.732636 16.6782
38 7.5 0.803447 17.9537
39 7.7 0.971148 19.5787
40 7.9 1.0698 21.463
41 8.1 1.11013 23.5185
42 8.3 1.25611 25.9606
43 8.5 1.26809 28.5463
44 8.7 1.32316 31.3727
45 8.9 1.16909 33.9861
46 9.1 1.1886 36.7639
47 9.3 1.09914 39.4468
48 9.5 1.11334 42.2824
49 9.7 0.989444 44.9097
50 9.9 0.990879 47.6505
1700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.18284 0.0787037
21 4.1 1.05103 0.578704
22 4.3 2.21636 1.73843
23 4.5 2.39942 3.11343
24 4.7 2.44769 4.64352
25 4.9 2.02372 6.01852
26 5.1 1.65427 7.23611
27 5.3 1.28135 8.25463
28 5.5 1.10333 9.19907
29 5.7 0.94166 10.0648
30 5.9 0.761406 10.8148
31 6.1 0.707904 11.5602
32 6.3 0.618331 12.2546
33 6.5 0.596358 12.9676
34 6.7 0.621426 13.7569
35 6.9 0.649502 14.6319
36 7.1 0.692946 15.6204
37 7.3 0.769098 16.7801
38 7.5 0.791166 18.0394
39 7.7 0.969988 19.6667
40 7.9 1.05389 21.5278
41 8.1 1.16085 23.6829
42 8.3 1.24333 26.1065
43 8.5 1.23194 28.625
44 8.7 1.25377 31.3102
45 8.9 1.25279 34.1181
46 9.1 1.16573 36.8495
47 9.3 1.11708 39.5833
48 9.5 1.09955 42.3912
49 9.7 0.99729 45.0463
50 9.9 0.963247 47.7176
1800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.198964 0.0856481
21 4.1 1.12397 0.62037
22 4.3 2.15875 1.75
23 4.5 2.5003 3.18287
24 4.7 2.27725 4.60648
25 4.9 2.13265 6.05556
26 5.1 1.61646 7.24537
27 5.3 1.27838 8.26157
28 5.5 1.07353 9.18056
29 5.7 0.901335 10.0093
30 5.9 0.83422 10.831
31 6.1 0.655112 11.5208
32 6.3 0.645096 12.2454
33 6.5 0.594395 12.956
34 6.7 0.608643 13.7292
35 6.9 0.647755 14.6019
36 7.1 0.714011 15.6204
37 7.3 0.78902 16.8102
38 7.5 0.795494 18.0764
39 7.7 0.965806 19.6968
40 7.9 1.04598 21.544
41 8.1 1.18698 23.7477
42 8.3 1.1649 26.0185
43 8.5 1.28057 28.6366
44 8.7 1.2656 31.3472
45 8.9 1.23725 34.1204
46 9.1 1.19927 36.9306
47 9.3 1.13122 39.6991
48 9.5 1.04602 42.3704
49 9.7 0.993768 45.0162
50 9.9 0.967378 47.6991
1900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.227114 0.0972222
21 4.1 0.939435 0.541667
22 4.3 2.21086 1.69213
23 4.5 2.56302 3.15278
24 4.7 2.36074 4.62037
25 4.9 2.00412 5.97454
26 5.1 1.73935 7.24769
27 5.3 1.2621 8.24537
28 5.5 1.05234 9.1412
29 5.7 0.886121 9.95139
30 5.9 0.81998 10.7546
31 6.1 0.698567 11.4861
32 6.3 0.607253 12.1644
33 6.5 0.617188 12.8981
34 6.7 0.612046 13.6713
35 6.9 0.622004 14.5046
36 7.1 0.727795 15.537
37 7.3 0.805781 16.7454
38 7.5 0.813104 18.0324
39 7.7 0.986468 19.6782
40 7.9 0.995151 21.4259
41 8.1 1.14722 23.544
42 8.3 1.20246 25.875
43 8.5 1.2604 28.4375
44 8.7 1.19877 30.9907
45 8.9 1.29194 33.8704
46 9.1 1.23975 36.7593
47 9.3 1.13184 39.5139
48 9.5 1.02635 42.1204
49 9.7 1.0037 44.7778
50 9.9 0.961875 47.4306
2000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.152085 0.0648148
21 4.1 1.05666 0.5625
22 4.3 2.12242 1.66204
23 4.5 2.59077 3.13194
24 4.7 2.34508 4.58333
25 4.9 2.0337 5.95139
26 5.1 1.65498 7.15741
27 5.3 1.30891 8.1875
28 5.5 1.0543 9.08102
29 5.7 0.943478 9.93981
30 5.9 0.738188 10.6597
31 6.1 0.677257 11.3657
32 6.3 0.716132 12.162
33 6.5 0.563227 12.8287
34 6.7 0.614776 13.6019
35 6.9 0.669901 14.4954
36 7.1 0.706454 15.4931
37 7.3 0.789218 16.6713
38 7.5 0.871081 18.044
39 7.7 0.929548 19.588
40 7.9 1.00224 21.3403
41 8.1 1.10574 23.3727
42 8.3 1.21382 25.7153
43 8.5 1.28203 28.3102
44 8.7 1.26962 31.0023
45 8.9 1.22155 33.713
46 9.1 1.2333 36.5741
47 9.3 1.13975 39.3356
48 9.5 1.00804 41.8843
49 9.7 1.01608 44.5625
50 9.9 0.978812 47.25
