# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1000 50
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.0124124 0.00462963
20 3.9 0.240203 0.104167
21 4.1 1.06145 0.590278
22 4.3 2.03574 1.61574
23 4.5 2.47146 2.97917
24 4.7 2.45026 4.4537
25 4.9 1.91461 5.70602
26 5.1 1.54199 6.79861
27 5.3 1.31287 7.80324
28 5.5 0.997217 8.625
29 5.7 0.870932 9.39583
30 5.9 0.820216 10.1736
31 6.1 0.73763 10.9213
32 6.3 0.689402 11.6667
33 6.5 0.683837 12.4537
34 6.7 0.668232 13.2708
35 6.9 0.706807 14.1875
36 7.1 0.790609 15.2731
37 7.3 0.733533 16.338
38 7.5 0.846008 17.6343
39 7.7 0.997557 19.2454
40 7.9 1.06479 21.0556
41 8.1 1.08928 23.0023
42 8.3 1.14967 25.1597
43 8.5 1.1609 27.4444
44 8.7 1.30462 30.1343
45 8.9 1.15331 32.6227
46 9.1 1.18116 35.287
47 9.3 1.09848 37.875
48 9.5 1.06779 40.5
49 9.7 0.988985 43.0347
50 9.9 0.918217 45.4861
1300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.168972 0.0694444
21 4.1 0.973415 0.511574
22 4.3 2.19625 1.6088
23 4.5 2.53425 2.99537
24 4.7 2.30379 4.37037
25 4.9 1.89122 5.59722
26 5.1 1.61076 6.72917
27 5.3 1.339 7.74537
28 5.5 1.02531 8.58333
29 5.7 0.933528 9.40278
30 5.9 0.699023 10.0602
31 6.1 0.780584 10.8449
32 6.3 0.708068 11.6042
33 6.5 0.667196 12.3657
34 6.7 0.681404 13.1921
35 6.9 0.687469 14.0764
36 7.1 0.764867 15.1181
37 7.3 0.768553 16.2245
38 7.5 0.833216 17.4907
39 7.7 0.987037 19.0718
40 7.9 1.09283 20.9144
41 8.1 1.02778 22.7361
42 8.3 1.17537 24.9236
43 8.5 1.20372 27.2731
44 8.7 1.20109 29.7292
45 8.9 1.23858 32.3796
46 9.1 1.15887 34.9722
47 9.3 1.13929 37.6343
48 9.5 1.02727 40.1389
49 9.7 0.953469 42.5625
50 9.9 0.971287 45.1343
1400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.00630142 0.00231481
20 3.9 0.153139 0.0648148
21 4.1 0.954567 0.49537
22 4.3 2.11364 1.54398
23 4.5 2.5179 2.91204
24 4.7 2.28086 4.26389
25 4.9 2.03022 5.57176
26 5.1 1.59218 6.68287
27 5.3 1.23472 7.61343
28 5.5 1.14372 8.54167
29 5.7 0.918817 9.34259
30 5.9 0.768358 10.0602
31 6.1 0.702573 10.7616
32 6.3 0.723892 11.5324
33 6.5 0.710666 12.338
34 6.7 0.640044 13.1088
35 6.9 0.668721 13.963
36 7.1 0.761661 14.9931
37 7.3 0.835457 16.1875
38 7.5 0.797632 17.3912
39 7.7 0.97066 18.9352
40 7.9 1.0355 20.669
41 8.1 1.11257 22.6273
42 8.3 1.12347 24.7037
43 8.5 1.21334 27.0556
44 8.7 1.2266 29.5463
45 8.9 1.19388 32.0833
46 9.1 1.19616 34.7407
47 9.3 1.14926 37.4074
48 9.5 1.00195 39.8333
49 9.7 0.996823 42.3495
50 9.9 0.984247 44.9375
1500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.0126259 0.00462963
20 3.9 0.210241 0.0902778
21 4.1 0.915181 0.502315
22 4.3 2.25773 1.62037
23 4.5 2.41153 2.92824
24 4.7 2.21852 4.24074
25 4.9 2.01593 5.53704
26 5.1 1.62832 6.6713
27 5.3 1.2616 7.62037
28 5.5 1.08866 8.50231
29 5.7 0.920498 9.30324
30 5.9 0.819425 10.0671
31 6.1 0.715473 10.7801
32 6.3 0.657704 11.4792
33 6.5 0.65059 12.2153
34 6.7 0.685503 13.0394
35 6.9 0.722596 13.9606
36 7.1 0.766484 14.9954
37 7.3 0.824009 16.1713
38 7.5 0.811384 17.3935
39 7.7 0.959314 18.9167
40 7.9 0.979226 20.5532
41 8.1 1.13568 22.5486
42 8.3 1.12804 24.6296
43 8.5 1.25385 27.0556
44 8.7 1.2197 29.5278
45 8.9 1.17096 32.0116
46 9.1 1.17643 34.6204
47 9.3 1.12337 37.2222
48 9.5 1.06221 39.7894
49 9.7 0.992215 42.2894
50 9.9 1.02133 44.9699
1600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.187837 0.0763889
21 4.1 1.10218 0.571759
22 4.3 2.16331 1.6412
23 4.5 2.45419 2.96991
24 4.7 2.20668 4.27315
25 4.9 1.96894 5.53704
26 5.1 1.57455 6.63194
27 5.3 1.27611 7.59028
28 5.5 1.04189 8.43287
29 5.7 0.964731 9.27083
30 5.9 0.830793 10.044
31 6.1 0.716711 10.7569
32 6.3 0.643571 11.4398
33 6.5 0.661963 12.1875
34 6.7 0.700191 13.0278
35 6.9 0.722028 13.9468
36 7.1 0.748916 14.956
37 7.3 0.835184 16.1458
38 7.5 0.832801 17.3981
39 7.7 0.941989 18.8912
40 7.9 0.996183 20.5532
41 8.1 1.09673 22.4769
42 8.3 1.18278 24.6551
43 8.5 1.20688 26.9861
44 8.7 1.25614 29.5278
45 8.9 1.19157 32.0509
46 9.1 1.12409 34.5394
47 9.3 1.11831 37.125
48 9.5 1.07076 39.7083
49 9.7 1.03535 42.3125
50 9.9 0.987754 44.9005
1700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.183101 0.0740741
21 4.1 1.09761 0.564815
22 4.3 2.0005 1.54861
23 4.5 2.52724 2.90972
24 4.7 2.29312 4.25694
25 4.9 1.84152 5.43287
26 5.1 1.66647 6.58565
27 5.3 1.22703 7.50231
28 5.5 1.09051 8.37963
29 5.7 0.953719 9.2037
30 5.9 0.852656 9.99306
31 6.1 0.736846 10.7222
32 6.3 0.660106 11.419
33 6.5 0.683978 12.1875
34 6.7 0.649573 12.963
35 6.9 0.713019 13.8657
36 7.1 0.758026 14.8819
37 7.3 0.810165 16.0301
38 7.5 0.872762 17.3356
39 7.7 0.957209 18.8449
40 7.9 0.967937 20.4514
41 8.1 1.08524 22.3449
42 8.3 1.16245 24.4745
43 8.5 1.2096 26.7986
44 8.7 1.26043 29.3356
45 8.9 1.20332 31.8704
46 9.1 1.12999 34.3588
47 9.3 1.13525 36.9699
48 9.5 1.03491 39.4537
49 9.7 1.02228 42.0116
50 9.9 1.00271 44.625
1800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.143898 0.0578704
21 4.1 1.03122 0.516204
22 4.3 2.1213 1.55324
23 4.5 2.36932 2.82176
24 4.7 2.37017 4.20602
25 4.9 1.88164 5.40046
26 5.1 1.64272 6.53009
27 5.3 1.2842 7.4838
28 5.5 1.042 8.31713
29 5.7 0.953999 9.13657
30 5.9 0.867785 9.93519
31 6.1 0.760051 10.6829
32 6.3 0.71477 11.4329
33 6.5 0.627943 12.1343
34 6.7 0.667088 12.9259
35 6.9 0.69151 13.7963
36 7.1 0.745162 14.7894
37 7.3 0.787049 15.8981
38 7.5 0.890403 17.2222
39 7.7 0.940746 18.6968
40 7.9 1.02701 20.3912
41 8.1 1.02229 22.1644
42 8.3 1.1986 24.3472
43 8.5 1.20103 26.6412
44 8.7 1.21817 29.0787
45 8.9 1.195 31.581
46 9.1 1.18852 34.1829
47 9.3 1.13086 36.7685
48 9.5 1.0333 39.2338
49 9.7 1.00509 41.7338
50 9.9 0.989905 44.2986
1900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.155562 0.0625
21 4.1 0.980093 0.497685
22 4.3 2.09967 1.52315
23 4.5 2.51878 2.87037
24 4.7 2.2614 4.18981
25 4.9 1.89078 5.38889
26 5.1 1.63758 6.51389
27 5.3 1.24802 7.43981
28 5.5 1.07779 8.30093
29 5.7 0.99 9.15046
30 5.9 0.785547 9.87269
31 6.1 0.833812 10.6921
32 6.3 0.693387 11.419
33 6.5 0.632706 12.125
34 6.7 0.66774 12.9167
35 6.9 0.70139 13.7986
36 7.1 0.712856 14.7477
37 7.3 0.819068 15.9005
38 7.5 0.895948 17.2315
39 7.7 0.952014 18.7222
40 7.9 0.981665 20.3403
41 8.1 1.06871 22.1921
42 8.3 1.1756 24.331
43 8.5 1.1925 26.6065
44 8.7 1.23326 29.0718
45 8.9 1.16076 31.5
46 9.1 1.20555 34.1366
47 9.3 1.13095 36.7199
48 9.5 1.05664 39.2384
49 9.7 1.01539 41.7616
50 9.9 0.949736 44.2199
2000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.177944 0.0717593
21 4.1 1.0232 0.527778
22 4.3 2.12965 1.57176
23 4.5 2.49217 2.90972
24 4.7 2.37553 4.30093
25 4.9 1.77102 5.42824
26 5.1 1.57443 6.51389
27 5.3 1.28068 7.46759
28 5.5 1.09976 8.34954
29 5.7 0.940634 9.15972
30 5.9 0.840323 9.93519
31 6.1 0.727462 10.6528
32 6.3 0.723811 11.4144
33 6.5 0.657224 12.1505
34 6.7 0.686657 12.9676
35 6.9 0.693283 13.8426
36 7.1 0.687689 14.7616
37 7.3 0.850436 15.963
38 7.5 0.870887 17.2616
39 7.7 0.967624 18.7824
40 7.9 0.986413 20.4144
41 8.1 1.12197 22.3657
42 8.3 1.15602 24.4769
43 8.5 1.18928 26.7546
44 8.7 1.24022 29.2431
45 8.9 1.10242 31.5579
46 9.1 1.23482 34.2685
47 9.3 1.14291 36.8889
48 9.5 1.02756 39.3472
49 9.7 1.04317 41.9491
50 9.9 0.923042 44.3472
