# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1000 50
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0688621 0.0324074
21 4.1 1.0103 0.55787
22 4.3 2.16883 1.79861
23 4.5 3.02966 3.69676
24 4.7 2.7096 5.54861
25 4.9 2.23742 7.21065
26 5.1 1.84678 8.69676
27 5.3 1.23592 9.77083
28 5.5 0.855814 10.5718
29 5.7 0.683972 11.2593
30 5.9 0.550264 11.8519
31 6.1 0.484613 12.4097
32 6.3 0.531628 13.0625
33 6.5 0.541922 13.7708
34 6.7 0.581728 14.5787
35 6.9 0.601931 15.4653
36 7.1 0.6442 16.4699
37 7.3 0.697847 17.6204
38 7.5 0.783508 18.9838
39 7.7 1.02856 20.8704
40 7.9 1.29486 23.3704
41 8.1 1.41532 26.2431
42 8.3 1.39247 29.2106
43 8.5 1.42818 32.4028
44 8.7 1.3613 35.5903
45 8.9 1.20067 38.5324
46 9.1 1.09968 41.3495
47 9.3 0.999254 44.0231
48 9.5 0.912023 46.5694
49 9.7 0.921724 49.2523
50 9.9 0.866537 51.8796
1300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.117922 0.0555556
21 4.1 0.982532 0.56713
22 4.3 2.27159 1.86806
23 4.5 2.89353 3.68287
24 4.7 2.7439 5.56019
25 4.9 2.24747 7.23148
26 5.1 1.79882 8.68056
27 5.3 1.26652 9.78241
28 5.5 0.84995 10.5787
29 5.7 0.694738 11.2778
30 5.9 0.519611 11.838
31 6.1 0.496143 12.4097
32 6.3 0.519756 13.0486
33 6.5 0.560798 13.7824
34 6.7 0.579436 14.588
35 6.9 0.613842 15.4931
36 7.1 0.646471 16.5023
37 7.3 0.711121 17.6759
38 7.5 0.814555 19.0949
39 7.7 1.0098 20.9491
40 7.9 1.24316 23.3519
41 8.1 1.43772 26.2731
42 8.3 1.44522 29.3565
43 8.5 1.41526 32.5231
44 8.7 1.29367 35.5556
45 8.9 1.24184 38.6019
46 9.1 1.0669 41.338
47 9.3 1.02151 44.0741
48 9.5 0.907728 46.6111
49 9.7 0.918348 49.287
50 9.9 0.88772 51.9815
1400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.156018 0.0740741
21 4.1 1.01026 0.604167
22 4.3 2.37843 1.97685
23 4.5 2.84561 3.77546
24 4.7 2.84698 5.73843
25 4.9 2.13131 7.33565
26 5.1 1.71653 8.72917
27 5.3 1.20924 9.78935
28 5.5 0.953733 10.6898
29 5.7 0.616339 11.3148
30 5.9 0.545437 11.9074
31 6.1 0.440498 12.419
32 6.3 0.571813 13.1273
33 6.5 0.526636 13.8218
34 6.7 0.558451 14.6042
35 6.9 0.652733 15.5741
36 7.1 0.629722 16.5648
37 7.3 0.733479 17.7847
38 7.5 0.826741 19.2361
39 7.7 1.07958 21.2338
40 7.9 1.26092 23.6898
41 8.1 1.395 26.5463
42 8.3 1.46424 29.6944
43 8.5 1.4136 32.8819
44 8.7 1.27292 35.8889
45 8.9 1.24538 38.9676
46 9.1 1.07839 41.7546
47 9.3 0.939892 44.2917
48 9.5 0.956621 46.9861
49 9.7 0.906545 49.6481
50 9.9 0.866504 52.2986
1500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.170235 0.0810185
21 4.1 0.981424 0.597222
22 4.3 2.37671 1.97222
23 4.5 3.02144 3.88657
24 4.7 2.71287 5.76157
25 4.9 2.16009 7.38426
26 5.1 1.64698 8.72454
27 5.3 1.27745 9.84722
28 5.5 0.882957 10.6829
29 5.7 0.674067 11.3681
30 5.9 0.493115 11.9051
31 6.1 0.465289 12.4468
32 6.3 0.551797 13.1319
33 6.5 0.546385 13.8542
34 6.7 0.560406 14.6412
35 6.9 0.601434 15.537
36 7.1 0.672242 16.5972
37 7.3 0.706725 17.7755
38 7.5 0.897102 19.3542
39 7.7 1.02956 21.2639
40 7.9 1.29227 23.787
41 8.1 1.37022 26.5995
42 8.3 1.48865 29.8079
43 8.5 1.40099 32.9745
44 8.7 1.31288 36.0833
45 8.9 1.19288 39.0394
46 9.1 1.06329 41.794
47 9.3 0.964155 44.4028
48 9.5 0.97318 47.1505
49 9.7 0.885493 49.7569
50 9.9 0.837244 52.3241
1600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.117125 0.0555556
21 4.1 1.00239 0.581019
22 4.3 2.25223 1.87963
23 4.5 2.99862 3.77315
24 4.7 2.93707 5.7963
25 4.9 2.1519 7.40741
26 5.1 1.62969 8.72917
27 5.3 1.23418 9.81019
28 5.5 0.871203 10.6319
29 5.7 0.710609 11.3519
30 5.9 0.533161 11.9306
31 6.1 0.456879 12.4606
32 6.3 0.510634 13.0926
33 6.5 0.516596 13.7731
34 6.7 0.621828 14.6435
35 6.9 0.558237 15.4722
36 7.1 0.689231 16.5556
37 7.3 0.696565 17.713
38 7.5 0.868444 19.2361
39 7.7 1.09689 21.2639
40 7.9 1.2312 23.6597
41 8.1 1.40991 26.544
42 8.3 1.4193 29.5926
43 8.5 1.43036 32.8148
44 8.7 1.33397 35.963
45 8.9 1.15941 38.8264
46 9.1 1.11528 41.706
47 9.3 0.969116 44.3194
48 9.5 0.946017 46.9815
49 9.7 0.871113 49.537
50 9.9 0.866573 52.1852
1700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.146613 0.0694444
21 4.1 0.915358 0.548611
22 4.3 2.20313 1.81713
23 4.5 3.09828 3.77083
24 4.7 2.83015 5.71759
25 4.9 2.26019 7.40741
26 5.1 1.69772 8.78241
27 5.3 1.16181 9.79861
28 5.5 0.852767 10.6019
29 5.7 0.693302 11.3032
30 5.9 0.576624 11.9282
31 6.1 0.493484 12.5
32 6.3 0.472017 13.0833
33 6.5 0.534918 13.787
34 6.7 0.582955 14.6019
35 6.9 0.563706 15.4375
36 7.1 0.669553 16.4884
37 7.3 0.72126 17.6852
38 7.5 0.882882 19.2315
39 7.7 1.05705 21.1829
40 7.9 1.21029 23.5347
41 8.1 1.44022 26.4769
42 8.3 1.44935 29.5856
43 8.5 1.38504 32.7014
44 8.7 1.34174 35.8634
45 8.9 1.17699 38.7662
46 9.1 1.1375 41.6991
47 9.3 0.980793 44.3403
48 9.5 0.931695 46.9583
49 9.7 0.855744 49.4653
50 9.9 0.838966 52.0255
1800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.12163 0.0578704
21 4.1 1.03012 0.599537
22 4.3 2.28531 1.9213
23 4.5 3.01131 3.8287
24 4.7 2.86772 5.81019
25 4.9 2.26547 7.51157
26 5.1 1.6332 8.84028
27 5.3 1.10391 9.81019
28 5.5 0.836714 10.6019
29 5.7 0.649194 11.2616
30 5.9 0.62294 11.9398
31 6.1 0.493262 12.5139
32 6.3 0.482955 13.1134
33 6.5 0.546535 13.8356
34 6.7 0.580343 14.6505
35 6.9 0.575171 15.5069
36 7.1 0.647467 16.5278
37 7.3 0.756916 17.7894
38 7.5 0.838138 19.2639
39 7.7 1.06979 21.2477
40 7.9 1.32227 23.8287
41 8.1 1.40105 26.7037
42 8.3 1.42244 29.7685
43 8.5 1.42083 32.9792
44 8.7 1.28194 36.0139
45 8.9 1.22498 39.0486
46 9.1 1.10648 41.9144
47 9.3 0.966985 44.5301
48 9.5 0.912759 47.1065
49 9.7 0.84719 49.5995
50 9.9 0.863148 52.2454
1900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.00538832 0.00231481
20 3.9 0.150349 0.0740741
21 4.1 1.062 0.634259
22 4.3 2.36194 2.00463
23 4.5 2.98731 3.90278
24 4.7 2.76523 5.81944
25 4.9 2.25531 7.51852
26 5.1 1.57987 8.80787
27 5.3 1.14773 9.81944
28 5.5 0.802389 10.581
29 5.7 0.70166 11.2963
30 5.9 0.587079 11.9375
31 6.1 0.509562 12.5324
32 6.3 0.50189 13.1574
33 6.5 0.534346 13.8657
34 6.7 0.588388 14.6944
35 6.9 0.595066 15.5833
36 7.1 0.646903 16.6065
37 7.3 0.73101 17.8287
38 7.5 0.884044 19.3889
39 7.7 1.01542 21.2778
40 7.9 1.3737 23.9676
41 8.1 1.41353 26.8773
42 8.3 1.42227 29.9514
43 8.5 1.35307 33.0185
44 8.7 1.33447 36.1875
45 8.9 1.19599 39.1597
46 9.1 1.11282 42.0509
47 9.3 0.950309 44.6296
48 9.5 0.910719 47.2083
49 9.7 0.861789 49.7523
50 9.9 0.870985 52.4306
2000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.10253 0.0486111
21 4.1 1.01167 0.578704
22 4.3 2.40585 1.96528
23 4.5 2.93393 3.81713
24 4.7 2.7064 5.68056
25 4.9 2.2673 7.37731
26 5.1 1.66468 8.72685
27 5.3 1.13161 9.71759
28 5.5 0.834762 10.5046
29 5.7 0.736069 11.25
30 5.9 0.631543 11.9352
31 6.1 0.479038 12.4907
32 6.3 0.516474 13.1296
33 6.5 0.520341 13.8148
34 6.7 0.560886 14.5995
35 6.9 0.627125 15.5301
36 7.1 0.618815 16.5023
37 7.3 0.71778 17.6944
38 7.5 0.858266 19.1991
39 7.7 1.1312 21.2894
40 7.9 1.22936 23.6806
41 8.1 1.37544 26.4931
42 8.3 1.48246 29.6759
43 8.5 1.34567 32.706
44 8.7 1.31297 35.8032
45 8.9 1.3062 39.0278
46 9.1 1.03147 41.6898
47 9.3 0.996167 44.375
48 9.5 0.876483 46.8403
49 9.7 0.92439 49.5509
50 9.9 0.844223 52.1296
