# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1000 50
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0842647 0.0416667
21 4.1 0.910715 0.539352
22 4.3 2.41463 1.99074
23 4.5 3.35115 4.19676
24 4.7 2.89476 6.27546
25 4.9 2.35783 8.11574
26 5.1 1.69196 9.5463
27 5.3 1.13572 10.5833
28 5.5 0.663856 11.2361
29 5.7 0.526035 11.7917
30 5.9 0.443927 12.294
31 6.1 0.394245 12.7708
32 6.3 0.436 13.3333
33 6.5 0.552854 14.0926
34 6.7 0.572695 14.9282
35 6.9 0.631221 15.9051
36 7.1 0.635718 16.9468
37 7.3 0.696246 18.1528
38 7.5 0.857113 19.7199
39 7.7 1.12186 21.8819
40 7.9 1.46858 24.8611
41 8.1 1.54675 28.1597
42 8.3 1.52583 31.5764
43 8.5 1.46375 35.0139
44 8.7 1.27397 38.1481
45 8.9 1.11756 41.0255
46 9.1 1.00964 43.7431
47 9.3 0.910689 46.3032
48 9.5 0.825403 48.7245
49 9.7 0.865137 51.3704
50 9.9 0.829083 54.0116
1300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.00513892 0.00231481
20 3.9 0.101761 0.0532407
21 4.1 0.975176 0.592593
22 4.3 2.72825 2.25231
23 4.5 3.12352 4.33333
24 4.7 2.97805 6.49769
25 4.9 2.27986 8.29861
26 5.1 1.63389 9.69676
27 5.3 1.01445 10.6343
28 5.5 0.669885 11.3009
29 5.7 0.515423 11.8519
30 5.9 0.414371 12.3264
31 6.1 0.378192 12.7894
32 6.3 0.471569 13.4051
33 6.5 0.601211 14.2407
34 6.7 0.606611 15.1366
35 6.9 0.59856 16.0741
36 7.1 0.608586 17.0833
37 7.3 0.689253 18.2917
38 7.5 0.896916 19.9514
39 7.7 1.19747 22.287
40 7.9 1.48375 25.3333
41 8.1 1.59156 28.7685
42 8.3 1.54949 32.2801
43 8.5 1.40926 35.6296
44 8.7 1.26062 38.7685
45 8.9 1.06868 41.5532
46 9.1 0.979738 44.2222
47 9.3 0.879476 46.7245
48 9.5 0.842837 49.2269
49 9.7 0.833867 51.8079
50 9.9 0.829235 54.4815
1400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0743549 0.037037
21 4.1 0.946112 0.55787
22 4.3 2.53844 2.09491
23 4.5 3.28828 4.27546
24 4.7 2.98882 6.4375
25 4.9 2.25228 8.20833
26 5.1 1.66873 9.62963
27 5.3 1.10729 10.6481
28 5.5 0.647322 11.2894
29 5.7 0.522193 11.8449
30 5.9 0.367576 12.2639
31 6.1 0.425562 12.7824
32 6.3 0.482687 13.4097
33 6.5 0.557182 14.1806
34 6.7 0.615756 15.0856
35 6.9 0.598398 16.0185
36 7.1 0.611441 17.0278
37 7.3 0.643402 18.1505
38 7.5 0.897354 19.8032
39 7.7 1.19594 22.125
40 7.9 1.4352 25.0579
41 8.1 1.6292 28.5579
42 8.3 1.58139 32.125
43 8.5 1.41685 35.4769
44 8.7 1.24598 38.5648
45 8.9 1.07905 41.3634
46 9.1 0.959577 43.9653
47 9.3 0.915481 46.5579
48 9.5 0.839741 49.0394
49 9.7 0.809227 51.5324
50 9.9 0.84106 54.2315
1500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0749606 0.037037
21 4.1 0.869036 0.511574
22 4.3 2.30089 1.89352
23 4.5 3.22357 4.01389
24 4.7 3.24867 6.34491
25 4.9 2.42497 8.23611
26 5.1 1.59465 9.58333
27 5.3 1.11632 10.6019
28 5.5 0.666731 11.2569
29 5.7 0.493544 11.7778
30 5.9 0.407422 12.2384
31 6.1 0.402215 12.7245
32 6.3 0.500984 13.3704
33 6.5 0.51955 14.0833
34 6.7 0.609659 14.9722
35 6.9 0.61974 15.9306
36 7.1 0.569767 16.8634
37 7.3 0.678067 18.037
38 7.5 0.846381 19.5833
39 7.7 1.07946 21.662
40 7.9 1.5177 24.7384
41 8.1 1.62943 28.2106
42 8.3 1.57565 31.7361
43 8.5 1.44319 35.1227
44 8.7 1.30698 38.3356
45 8.9 1.07165 41.0926
46 9.1 0.921779 43.5718
47 9.3 0.917994 46.1505
48 9.5 0.877381 48.7222
49 9.7 0.796125 51.1551
50 9.9 0.842095 53.8356
1600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0651923 0.0324074
21 4.1 1.01544 0.590278
22 4.3 2.26394 1.95833
23 4.5 3.29144 4.13657
24 4.7 3.09427 6.37037
25 4.9 2.55186 8.37269
26 5.1 1.54956 9.68981
27 5.3 0.983453 10.5926
28 5.5 0.754007 11.338
29 5.7 0.479646 11.8472
30 5.9 0.374425 12.2731
31 6.1 0.399773 12.7593
32 6.3 0.464032 13.3611
33 6.5 0.605255 14.1968
34 6.7 0.617003 15.1019
35 6.9 0.513314 15.9005
36 7.1 0.632353 16.9421
37 7.3 0.688572 18.1412
38 7.5 0.871466 19.7431
39 7.7 1.13265 21.9375
40 7.9 1.46421 24.9236
41 8.1 1.65301 28.4676
42 8.3 1.6031 32.0764
43 8.5 1.43933 35.4745
44 8.7 1.26442 38.6019
45 8.9 1.02132 41.2454
46 9.1 0.930724 43.7639
47 9.3 0.908325 46.331
48 9.5 0.882258 48.9329
49 9.7 0.810866 51.4259
50 9.9 0.875289 54.2292
1700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.105871 0.0532407
21 4.1 1.06209 0.643519
22 4.3 2.32502 2.06481
23 4.5 3.36426 4.31713
24 4.7 3.11894 6.59491
25 4.9 2.31256 8.43056
26 5.1 1.63674 9.83796
27 5.3 0.947226 10.7176
28 5.5 0.689789 11.4074
29 5.7 0.463359 11.9051
30 5.9 0.38018 12.3426
31 6.1 0.400824 12.8356
32 6.3 0.485164 13.4722
33 6.5 0.543608 14.2315
34 6.7 0.597434 15.1181
35 6.9 0.626548 16.1042
36 7.1 0.583414 17.0764
37 7.3 0.731906 18.3657
38 7.5 0.900043 20.0394
39 7.7 1.19404 22.3796
40 7.9 1.47432 25.4213
41 8.1 1.67244 29.0486
42 8.3 1.57452 32.6343
43 8.5 1.46156 36.125
44 8.7 1.12592 38.9421
45 8.9 1.03257 41.6458
46 9.1 0.916647 44.1551
47 9.3 0.912461 46.7639
48 9.5 0.903156 49.4583
49 9.7 0.822388 52.0162
50 9.9 0.843797 54.75
1800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.156715 0.0787037
21 4.1 0.846638 0.548611
22 4.3 2.58219 2.125
23 4.5 3.27529 4.31481
24 4.7 3.07869 6.56019
25 4.9 2.36823 8.4375
26 5.1 1.64164 9.84722
27 5.3 0.963473 10.7407
28 5.5 0.639722 11.3796
29 5.7 0.511458 11.9282
30 5.9 0.326306 12.3032
31 6.1 0.439049 12.8426
32 6.3 0.445183 13.4259
33 6.5 0.527742 14.162
34 6.7 0.634161 15.1019
35 6.9 0.631807 16.0949
36 7.1 0.618971 17.125
37 7.3 0.703941 18.3634
38 7.5 0.926181 20.0833
39 7.7 1.12941 22.294
40 7.9 1.46281 25.3079
41 8.1 1.68323 28.9537
42 8.3 1.60106 32.5949
43 8.5 1.41014 35.9583
44 8.7 1.17653 38.8981
45 8.9 1.04989 41.6435
46 9.1 0.933965 44.1968
47 9.3 0.871528 46.6852
48 9.5 0.922238 49.4329
49 9.7 0.818274 51.9745
50 9.9 0.843498 54.7037
1900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0744174 0.037037
21 4.1 0.88378 0.523148
22 4.3 2.42579 1.99074
23 4.5 3.15828 4.08333
24 4.7 3.21552 6.40741
25 4.9 2.46633 8.34491
26 5.1 1.61301 9.71759
27 5.3 1.06541 10.6968
28 5.5 0.703999 11.3935
29 5.7 0.446414 11.8681
30 5.9 0.38008 12.3009
31 6.1 0.382187 12.7662
32 6.3 0.44744 13.3472
33 6.5 0.540904 14.0949
34 6.7 0.628883 15.0185
35 6.9 0.655373 16.0394
36 7.1 0.590902 17.0139
37 7.3 0.661203 18.1667
38 7.5 0.915718 19.8519
39 7.7 1.11579 22.0162
40 7.9 1.40466 24.8843
41 8.1 1.66831 28.4653
42 8.3 1.66078 32.2083
43 8.5 1.39454 35.5046
44 8.7 1.20122 38.4792
45 8.9 1.0612 41.2292
46 9.1 0.983453 43.8935
47 9.3 0.905615 46.456
48 9.5 0.859263 48.9931
49 9.7 0.83698 51.5694
50 9.9 0.853318 54.3056
2000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0930233 0.0462963
21 4.1 0.820667 0.497685
22 4.3 2.55592 2.04398
23 4.5 3.10942 4.10417
24 4.7 3.09387 6.34028
25 4.9 2.487 8.29398
26 5.1 1.76537 9.7963
27 5.3 0.999939 10.7153
28 5.5 0.673605 11.3819
29 5.7 0.481265 11.8935
30 5.9 0.388216 12.3356
31 6.1 0.334657 12.7431
32 6.3 0.47597 13.3611
33 6.5 0.555985 14.1296
34 6.7 0.614708 15.0324
35 6.9 0.658357 16.0579
36 7.1 0.572665 17.0023
37 7.3 0.681131 18.1898
38 7.5 0.855356 19.7639
39 7.7 1.12894 21.9537
40 7.9 1.45231 24.919
41 8.1 1.67697 28.5185
42 8.3 1.6228 32.1759
43 8.5 1.40534 35.4977
44 8.7 1.21433 38.5046
45 8.9 1.02102 41.1505
46 9.1 1.00739 43.8796
47 9.3 0.912175 46.4606
48 9.5 0.87339 49.0394
49 9.7 0.818194 51.5579
50 9.9 0.843226 54.2616
