# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1000 50
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.156128 0.0717593
21 4.1 0.952434 0.555556
22 4.3 2.287 1.83333
23 4.5 2.77678 3.53241
24 4.7 2.52818 5.21991
25 4.9 2.24946 6.85185
26 5.1 1.73779 8.21759
27 5.3 1.2273 9.25926
28 5.5 1.00038 10.1736
29 5.7 0.808802 10.9676
30 5.9 0.59864 11.5972
31 6.1 0.58268 12.2523
32 6.3 0.555926 12.919
33 6.5 0.529498 13.5949
34 6.7 0.527374 14.3102
35 6.9 0.63564 15.2245
36 7.1 0.658089 16.2269
37 7.3 0.746169 17.4282
38 7.5 0.866266 18.9005
39 7.7 0.985964 20.6667
40 7.9 1.10486 22.75
41 8.1 1.31372 25.3542
42 8.3 1.43579 28.3426
43 8.5 1.33933 31.2662
44 8.7 1.33312 34.3148
45 8.9 1.22842 37.2546
46 9.1 1.13524 40.0949
47 9.3 1.12237 43.0278
48 9.5 0.933839 45.5741
49 9.7 0.967387 48.3241
50 9.9 0.825508 50.7685
1300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0711847 0.0324074
21 4.1 0.993764 0.532407
22 4.3 2.17506 1.73611
23 4.5 2.77283 3.41667
24 4.7 2.56991 5.11574
25 4.9 2.25169 6.7338
26 5.1 1.77526 8.11574
27 5.3 1.32442 9.22917
28 5.5 0.981841 10.1181
29 5.7 0.821312 10.9167
30 5.9 0.622151 11.5648
31 6.1 0.523824 12.1481
32 6.3 0.54956 12.8009
33 6.5 0.574847 13.5278
34 6.7 0.541042 14.2546
35 6.9 0.623858 15.1435
36 7.1 0.664394 16.1458
37 7.3 0.70687 17.2731
38 7.5 0.823686 18.6597
39 7.7 0.996714 20.4282
40 7.9 1.14395 22.5648
41 8.1 1.28858 25.0949
42 8.3 1.36758 27.9144
43 8.5 1.35002 30.8333
44 8.7 1.32852 33.8426
45 8.9 1.27632 36.8681
46 9.1 1.15078 39.7199
47 9.3 1.09735 42.5602
48 9.5 0.984782 45.2199
49 9.7 0.933083 47.8472
50 9.9 0.867353 50.3912
1400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.131243 0.0601852
21 4.1 1.02768 0.581019
22 4.3 2.16347 1.78704
23 4.5 2.83238 3.5162
24 4.7 2.58606 5.23843
25 4.9 2.14904 6.79398
26 5.1 1.78897 8.19676
27 5.3 1.26289 9.2662
28 5.5 1.00265 10.1806
29 5.7 0.794095 10.9583
30 5.9 0.652941 11.6435
31 6.1 0.487013 12.1898
32 6.3 0.541711 12.838
33 6.5 0.556145 13.5463
34 6.7 0.620944 14.3866
35 6.9 0.566117 15.1991
36 7.1 0.665677 16.2106
37 7.3 0.714721 17.3588
38 7.5 0.858677 18.8148
39 7.7 1.02317 20.6435
40 7.9 1.13444 22.7778
41 8.1 1.30734 25.3634
42 8.3 1.3588 28.1852
43 8.5 1.34662 31.1181
44 8.7 1.33615 34.1667
45 8.9 1.2603 37.1759
46 9.1 1.15451 40.0579
47 9.3 1.07698 42.8657
48 9.5 0.969994 45.5046
49 9.7 0.895314 48.044
50 9.9 0.923754 50.7731
1500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.0110897 0.00462963
20 3.9 0.164698 0.0810185
21 4.1 1.12897 0.659722
22 4.3 2.23758 1.9213
23 4.5 2.74043 3.61343
24 4.7 2.68059 5.41898
25 4.9 2.12162 6.97222
26 5.1 1.59366 8.23611
27 5.3 1.28377 9.33565
28 5.5 1.04906 10.3032
29 5.7 0.743072 11.0394
30 5.9 0.623761 11.7014
31 6.1 0.514162 12.2847
32 6.3 0.474386 12.8588
33 6.5 0.562446 13.5833
34 6.7 0.639304 14.4583
35 6.9 0.612351 15.3472
36 7.1 0.674731 16.3843
37 7.3 0.759368 17.6181
38 7.5 0.886778 19.1389
39 7.7 1.00522 20.956
40 7.9 1.16786 23.1782
41 8.1 1.35623 25.8912
42 8.3 1.32913 28.6829
43 8.5 1.33668 31.6273
44 8.7 1.31706 34.6667
45 8.9 1.27674 37.75
46 9.1 1.08005 40.4769
47 9.3 1.08589 43.3403
48 9.5 0.946427 45.9444
49 9.7 0.913451 48.5648
50 9.9 0.897834 51.2477
1600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.00555082 0.00231481
20 3.9 0.159879 0.0763889
21 4.1 1.05786 0.618056
22 4.3 2.42084 1.98148
23 4.5 2.8297 3.72685
24 4.7 2.48051 5.39583
25 4.9 2.10808 6.9375
26 5.1 1.5457 8.16204
27 5.3 1.41232 9.37037
28 5.5 1.02758 10.3171
29 5.7 0.699428 11.0093
30 5.9 0.591684 11.6366
31 6.1 0.586205 12.3009
32 6.3 0.478728 12.8796
33 6.5 0.557657 13.5972
34 6.7 0.584122 14.3958
35 6.9 0.633765 15.3148
36 7.1 0.669428 16.3426
37 7.3 0.760187 17.5764
38 7.5 0.886384 19.0949
39 7.7 1.04989 20.9907
40 7.9 1.15086 23.1782
41 8.1 1.32642 25.8287
42 8.3 1.32726 28.6134
43 8.5 1.35811 31.6019
44 8.7 1.29036 34.5764
45 8.9 1.23302 37.5509
46 9.1 1.1886 40.5486
47 9.3 1.03697 43.2801
48 9.5 0.957554 45.912
49 9.7 0.898281 48.4861
50 9.9 0.879415 51.1111
1700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.131045 0.0601852
21 4.1 1.01244 0.574074
22 4.3 2.37995 1.90278
23 4.5 2.74859 3.58333
24 4.7 2.53704 5.27546
25 4.9 2.09789 6.7963
26 5.1 1.68015 8.11574
27 5.3 1.44385 9.34028
28 5.5 0.963121 10.2199
29 5.7 0.719741 10.9259
30 5.9 0.61451 11.5718
31 6.1 0.564576 12.206
32 6.3 0.529302 12.8403
33 6.5 0.58071 13.581
34 6.7 0.520941 14.287
35 6.9 0.639341 15.206
36 7.1 0.64794 16.1921
37 7.3 0.776947 17.4421
38 7.5 0.894182 18.9606
39 7.7 1.02033 20.787
40 7.9 1.17818 23.0069
41 8.1 1.25511 25.4931
42 8.3 1.31222 28.2222
43 8.5 1.3743 31.2199
44 8.7 1.28551 34.1574
45 8.9 1.26613 37.1852
46 9.1 1.19535 40.1736
47 9.3 1.03989 42.8889
48 9.5 0.986369 45.5764
49 9.7 0.89233 48.1111
50 9.9 0.86603 50.6736
1800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.126491 0.0578704
21 4.1 1.04839 0.587963
22 4.3 2.16853 1.79398
23 4.5 2.72119 3.45139
24 4.7 2.72102 5.25926
25 4.9 2.10278 6.77778
26 5.1 1.71918 8.12269
27 5.3 1.34804 9.26157
28 5.5 1.02027 10.1898
29 5.7 0.67277 10.8472
30 5.9 0.678789 11.5579
31 6.1 0.535727 12.1574
32 6.3 0.570128 12.838
33 6.5 0.559268 13.5486
34 6.7 0.557242 14.3009
35 6.9 0.577141 15.1273
36 7.1 0.671815 16.1458
37 7.3 0.748168 17.3449
38 7.5 0.896263 18.8611
39 7.7 1.05153 20.7361
40 7.9 1.11736 22.8333
41 8.1 1.28459 25.3681
42 8.3 1.3508 28.1667
43 8.5 1.32421 31.044
44 8.7 1.27725 33.9514
45 8.9 1.26907 36.9745
46 9.1 1.20554 39.9769
47 9.3 1.07949 42.7847
48 9.5 1.00297 45.5069
49 9.7 0.849143 47.9097
50 9.9 0.912564 50.5995
1900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.121071 0.0555556
21 4.1 1.09093 0.608796
22 4.3 2.2949 1.88889
23 4.5 2.70555 3.54167
24 4.7 2.59139 5.26852
25 4.9 2.20522 6.86574
26 5.1 1.66689 8.17361
27 5.3 1.31127 9.28472
28 5.5 0.936068 10.1389
29 5.7 0.753444 10.8773
30 5.9 0.623872 11.5324
31 6.1 0.612509 12.2199
32 6.3 0.527837 12.8519
33 6.5 0.533999 13.5324
34 6.7 0.593201 14.3356
35 6.9 0.614117 15.2176
36 7.1 0.640901 16.1921
37 7.3 0.750273 17.3981
38 7.5 0.886788 18.9028
39 7.7 1.03936 20.7616
40 7.9 1.1743 22.9722
41 8.1 1.24687 25.4398
42 8.3 1.35126 28.2477
43 8.5 1.32135 31.1273
44 8.7 1.33937 34.1852
45 8.9 1.25757 37.1898
46 9.1 1.11949 39.9861
47 9.3 1.10735 42.875
48 9.5 0.965983 45.5046
49 9.7 0.912695 48.0949
50 9.9 0.905164 50.7708
2000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.00559134 0.00231481
20 3.9 0.201308 0.0949074
21 4.1 0.947184 0.576389
22 4.3 2.31845 1.87269
23 4.5 2.8806 3.63657
24 4.7 2.56792 5.35185
25 4.9 2.08202 6.86343
26 5.1 1.6394 8.15278
27 5.3 1.27274 9.2338
28 5.5 0.966752 10.1181
29 5.7 0.761085 10.8657
30 5.9 0.646587 11.5463
31 6.1 0.571967 12.1898
32 6.3 0.567094 12.8704
33 6.5 0.574412 13.6042
34 6.7 0.552571 14.3542
35 6.9 0.641607 15.2778
36 7.1 0.65609 16.2778
37 7.3 0.701087 17.4074
38 7.5 0.868355 18.8843
39 7.7 1.09888 20.8542
40 7.9 1.15926 23.0417
41 8.1 1.25792 25.537
42 8.3 1.34361 28.3356
43 8.5 1.35849 31.3032
44 8.7 1.27955 34.2315
45 8.9 1.27005 37.2731
46 9.1 1.13256 40.1088
47 9.3 1.10739 43.0046
48 9.5 0.979814 45.6782
49 9.7 0.892633 48.2176
50 9.9 0.887397 50.8472
