# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1000 50
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.104749 0.0509259
21 4.1 0.822868 0.493056
22 4.3 2.36577 1.8912
23 4.5 3.14729 3.92824
24 4.7 2.94747 6.00926
25 4.9 2.30156 7.77546
26 5.1 1.68187 9.17361
27 5.3 1.15254 10.2083
28 5.5 0.835608 11.0162
29 5.7 0.655396 11.6968
30 5.9 0.480637 12.2315
31 6.1 0.422388 12.7338
32 6.3 0.481767 13.3449
33 6.5 0.502293 14.0231
34 6.7 0.543749 14.8032
35 6.9 0.613094 15.7361
36 7.1 0.627894 16.7477
37 7.3 0.754346 18.0324
38 7.5 0.842132 19.5463
39 7.7 1.04695 21.5301
40 7.9 1.34743 24.2176
41 8.1 1.45283 27.2639
42 8.3 1.46252 30.4838
43 8.5 1.42959 33.7847
44 8.7 1.33017 37.0023
45 8.9 1.2354 40.1296
46 9.1 1.0986 43.037
47 9.3 0.987374 45.7662
48 9.5 0.92136 48.4236
49 9.7 0.825252 50.9051
50 9.9 0.832154 53.5116
1300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0759487 0.037037
21 4.1 0.919146 0.532407
22 4.3 2.33903 1.91898
23 4.5 3.23753 4.02083
24 4.7 2.85677 6.04398
25 4.9 2.31259 7.82407
26 5.1 1.63232 9.18519
27 5.3 1.21586 10.2801
28 5.5 0.835448 11.0903
29 5.7 0.591169 11.706
30 5.9 0.477097 12.2384
31 6.1 0.41916 12.7384
32 6.3 0.469382 13.3356
33 6.5 0.529816 14.0532
34 6.7 0.563003 14.8634
35 6.9 0.626392 15.8194
36 7.1 0.63171 16.8403
37 7.3 0.69378 18.0255
38 7.5 0.83443 19.5301
39 7.7 1.0803 21.5833
40 7.9 1.36877 24.3218
41 8.1 1.46161 27.3958
42 8.3 1.52514 30.7639
43 8.5 1.38126 33.963
44 8.7 1.34234 37.2199
45 8.9 1.19061 40.2431
46 9.1 1.10048 43.1644
47 9.3 0.974345 45.8657
48 9.5 0.904949 48.4838
49 9.7 0.826574 50.9769
50 9.9 0.842143 53.6227
1400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0982397 0.0486111
21 4.1 0.9778 0.583333
22 4.3 2.58226 2.13657
23 4.5 3.1731 4.22685
24 4.7 2.82508 6.25694
25 4.9 2.23762 8.00463
26 5.1 1.62784 9.38194
27 5.3 1.10959 10.3958
28 5.5 0.79042 11.1736
29 5.7 0.576041 11.7824
30 5.9 0.455881 12.2986
31 6.1 0.40353 12.787
32 6.3 0.487689 13.4167
33 6.5 0.599627 14.2407
34 6.7 0.529489 15.0139
35 6.9 0.609851 15.9583
36 7.1 0.649388 17.0231
37 7.3 0.689079 18.2176
38 7.5 0.867896 19.8056
39 7.7 1.15588 22.0347
40 7.9 1.4094 24.8958
41 8.1 1.51855 28.1366
42 8.3 1.49997 31.4977
43 8.5 1.38687 34.7569
44 8.7 1.27213 37.8889
45 8.9 1.14103 40.8287
46 9.1 1.10604 43.8079
47 9.3 0.960241 46.5093
48 9.5 0.841382 48.9792
49 9.7 0.838812 51.5463
50 9.9 0.875698 54.338
1500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.00516995 0.00231481
20 3.9 0.0791079 0.0416667
21 4.1 1.0737 0.631944
22 4.3 2.54567 2.1713
23 4.5 3.38706 4.41435
24 4.7 2.72686 6.38426
25 4.9 2.16391 8.08333
26 5.1 1.61654 9.45833
27 5.3 1.03066 10.4051
28 5.5 0.823692 11.2199
29 5.7 0.529428 11.7824
30 5.9 0.500247 12.3519
31 6.1 0.403304 12.8426
32 6.3 0.492251 13.4815
33 6.5 0.578034 14.2801
34 6.7 0.577158 15.1273
35 6.9 0.5427 15.9722
36 7.1 0.645963 17.037
37 7.3 0.708026 18.2708
38 7.5 0.892264 19.912
39 7.7 1.19993 22.2384
40 7.9 1.41784 25.1319
41 8.1 1.53859 28.4329
42 8.3 1.45198 31.7037
43 8.5 1.41189 35.0394
44 8.7 1.286 38.2222
45 8.9 1.11714 41.1157
46 9.1 1.04207 43.9375
47 9.3 0.973183 46.6898
48 9.5 0.826747 49.1296
49 9.7 0.864483 51.7894
50 9.9 0.852299 54.5208
1600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0562983 0.0277778
21 4.1 0.942406 0.541667
22 4.3 2.65529 2.13426
23 4.5 3.13288 4.19213
24 4.7 2.87197 6.25
25 4.9 2.17866 7.94676
26 5.1 1.68191 9.36574
27 5.3 1.095 10.3634
28 5.5 0.802129 11.1505
29 5.7 0.58209 11.7639
30 5.9 0.461292 12.2847
31 6.1 0.452639 12.831
32 6.3 0.478303 13.4468
33 6.5 0.54054 14.1875
34 6.7 0.578706 15.0301
35 6.9 0.54115 15.8657
36 7.1 0.613029 16.8681
37 7.3 0.723202 18.1181
38 7.5 0.874198 19.713
39 7.7 1.15318 21.9306
40 7.9 1.39172 24.7477
41 8.1 1.54902 28.044
42 8.3 1.48667 31.3657
43 8.5 1.41951 34.6921
44 8.7 1.28145 37.838
45 8.9 1.15873 40.8148
46 9.1 1.04027 43.6088
47 9.3 0.952274 46.2801
48 9.5 0.858826 48.794
49 9.7 0.876116 51.4676
50 9.9 0.830153 54.1065
1700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0660584 0.0324074
21 4.1 0.866695 0.502315
22 4.3 2.54632 2.02083
23 4.5 3.21466 4.12037
24 4.7 2.91769 6.19907
25 4.9 2.17024 7.87963
26 5.1 1.74399 9.34259
27 5.3 1.13705 10.3727
28 5.5 0.766396 11.1204
29 5.7 0.600895 11.75
30 5.9 0.435072 12.2384
31 6.1 0.464882 12.7963
32 6.3 0.504558 13.4421
33 6.5 0.518159 14.1481
34 6.7 0.545251 14.9375
35 6.9 0.577423 15.8241
36 7.1 0.569559 16.75
37 7.3 0.739475 18.0208
38 7.5 0.847313 19.5579
39 7.7 1.17554 21.8056
40 7.9 1.34795 24.5185
41 8.1 1.5043 27.7014
42 8.3 1.52854 31.0972
43 8.5 1.40381 34.3681
44 8.7 1.31441 37.5764
45 8.9 1.17897 40.588
46 9.1 1.0185 43.3079
47 9.3 0.966039 46.0023
48 9.5 0.898751 48.6181
49 9.7 0.869701 51.2569
50 9.9 0.834186 53.8935
1800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.00521835 0.00231481
20 3.9 0.0751515 0.0393519
21 4.1 0.879749 0.518519
22 4.3 2.50381 2.01852
23 4.5 3.25647 4.15509
24 4.7 2.94969 6.2662
25 4.9 2.17226 7.95602
26 5.1 1.71683 9.40278
27 5.3 1.13442 10.4352
28 5.5 0.72984 11.1505
29 5.7 0.578367 11.7593
30 5.9 0.455669 12.2731
31 6.1 0.466606 12.8356
32 6.3 0.459055 13.4259
33 6.5 0.542858 14.169
34 6.7 0.561869 14.9861
35 6.9 0.576295 15.875
36 7.1 0.564131 16.7963
37 7.3 0.745494 18.0833
38 7.5 0.872672 19.6736
39 7.7 1.17742 21.9352
40 7.9 1.34181 24.6481
41 8.1 1.52686 27.8935
42 8.3 1.52469 31.2963
43 8.5 1.43599 34.6574
44 8.7 1.28577 37.8102
45 8.9 1.16548 40.8009
46 9.1 1.01473 43.5231
47 9.3 0.945117 46.1713
48 9.5 0.897826 48.7963
49 9.7 0.858147 51.412
50 9.9 0.837678 54.0718
1900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0650802 0.0324074
21 4.1 0.870686 0.511574
22 4.3 2.65775 2.12037
23 4.5 3.29975 4.30787
24 4.7 2.94811 6.43981
25 4.9 2.33248 8.27315
26 5.1 1.49524 9.5463
27 5.3 1.06987 10.5301
28 5.5 0.74336 11.2662
29 5.7 0.517998 11.8171
30 5.9 0.455038 12.3356
31 6.1 0.448496 12.8819
32 6.3 0.425819 13.4352
33 6.5 0.58413 14.2431
34 6.7 0.570259 15.081
35 6.9 0.564417 15.9606
36 7.1 0.62846 16.9977
37 7.3 0.707293 18.2315
38 7.5 0.925283 19.9352
39 7.7 1.18676 22.2384
40 7.9 1.40278 25.1042
41 8.1 1.47771 28.2778
42 8.3 1.55518 31.7847
43 8.5 1.4486 35.2106
44 8.7 1.27813 38.3773
45 8.9 1.10616 41.2454
46 9.1 0.982925 43.9097
47 9.3 0.949281 46.5972
48 9.5 0.87839 49.1921
49 9.7 0.844046 51.7917
50 9.9 0.868733 54.5787
2000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.120025 0.0601852
21 4.1 0.956543 0.590278
22 4.3 2.46843 2.09491
23 4.5 3.44677 4.39583
24 4.7 2.97852 6.56481
25 4.9 2.25489 8.34954
26 5.1 1.53347 9.66435
27 5.3 1.08495 10.669
28 5.5 0.64767 11.3148
29 5.7 0.50576 11.8565
30 5.9 0.419605 12.338
31 6.1 0.434062 12.8704
32 6.3 0.493639 13.5162
33 6.5 0.54185 14.2708
34 6.7 0.588205 15.1412
35 6.9 0.572303 16.0394
36 7.1 0.640819 17.1042
37 7.3 0.749829 18.4213
38 7.5 0.911375 20.1111
39 7.7 1.19393 22.4444
40 7.9 1.39867 25.3218
41 8.1 1.54667 28.6667
42 8.3 1.57396 32.2407
43 8.5 1.41134 35.6019
44 8.7 1.25813 38.7407
45 8.9 1.05859 41.5046
46 9.1 0.977804 44.1736
47 9.3 0.932954 46.8333
48 9.5 0.902646 49.5185
49 9.7 0.815054 52.0463
50 9.9 0.884921 54.9051
