# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1000 50
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.00521849 0.00231481
20 3.9 0.0939419 0.0486111
21 4.1 1.04553 0.618056
22 4.3 2.35705 2.03009
23 4.5 3.04487 4.02778
24 4.7 3.05327 6.21296
25 4.9 2.28838 7.99306
26 5.1 1.72786 9.44907
27 5.3 1.08612 10.4375
28 5.5 0.762927 11.1852
29 5.7 0.578383 11.794
30 5.9 0.461839 12.3148
31 6.1 0.422453 12.8241
32 6.3 0.47527 13.4352
33 6.5 0.475225 14.0856
34 6.7 0.587352 14.9398
35 6.9 0.61233 15.8843
36 7.1 0.616592 16.8912
37 7.3 0.652995 18.0185
38 7.5 0.947642 19.7454
39 7.7 1.15214 21.9583
40 7.9 1.34758 24.6829
41 8.1 1.54106 27.9583
42 8.3 1.5517 31.4213
43 8.5 1.38064 34.6528
44 8.7 1.31318 37.8727
45 8.9 1.12673 40.7639
46 9.1 1.01303 43.4815
47 9.3 0.927793 46.081
48 9.5 0.907351 48.7338
49 9.7 0.916647 51.5278
50 9.9 0.860302 54.2593
1300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.112837 0.0555556
21 4.1 0.991213 0.594907
22 4.3 2.42503 2.0463
23 4.5 3.1537 4.11343
24 4.7 2.97522 6.24074
25 4.9 2.26969 8.00463
26 5.1 1.65526 9.39815
27 5.3 1.0846 10.3843
28 5.5 0.777835 11.1458
29 5.7 0.574528 11.75
30 5.9 0.476658 12.287
31 6.1 0.419009 12.7917
32 6.3 0.48473 13.4144
33 6.5 0.499374 14.0972
34 6.7 0.576755 14.9352
35 6.9 0.621923 15.8935
36 7.1 0.5888 16.8542
37 7.3 0.736825 18.125
38 7.5 0.920567 19.8009
39 7.7 1.11946 21.9491
40 7.9 1.39355 24.7639
41 8.1 1.53488 28.0231
42 8.3 1.44935 31.2546
43 8.5 1.4463 34.6366
44 8.7 1.23127 37.6528
45 8.9 1.18558 40.6921
46 9.1 1.02694 43.4444
47 9.3 0.956788 46.1227
48 9.5 0.912965 48.7894
49 9.7 0.884828 51.4838
50 9.9 0.87863 54.2708
1400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0987841 0.0486111
21 4.1 0.885323 0.530093
22 4.3 2.49596 2.02315
23 4.5 3.30729 4.18981
24 4.7 2.94439 6.29398
25 4.9 2.21724 8.0162
26 5.1 1.54333 9.31481
27 5.3 1.19216 10.3981
28 5.5 0.778243 11.1597
29 5.7 0.541793 11.7292
30 5.9 0.462519 12.25
31 6.1 0.457689 12.8009
32 6.3 0.454334 13.3843
33 6.5 0.536897 14.1181
34 6.7 0.530829 14.8889
35 6.9 0.604213 15.8194
36 7.1 0.667183 16.9074
37 7.3 0.735868 18.1759
38 7.5 0.881612 19.7801
39 7.7 1.14418 21.9745
40 7.9 1.41147 24.8241
41 8.1 1.47243 27.9491
42 8.3 1.45426 31.1898
43 8.5 1.4213 34.5116
44 8.7 1.26311 37.6042
45 8.9 1.17355 40.6111
46 9.1 1.056 43.4398
47 9.3 0.980456 46.1829
48 9.5 0.911857 48.8449
49 9.7 0.877686 51.5162
50 9.9 0.867408 54.2662
1500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0939753 0.0462963
21 4.1 1.05015 0.618056
22 4.3 2.40041 2.05556
23 4.5 3.19419 4.15046
24 4.7 2.99935 6.2963
25 4.9 2.23858 8.03704
26 5.1 1.63229 9.41204
27 5.3 1.03307 10.3519
28 5.5 0.80573 11.1412
29 5.7 0.51259 11.6806
30 5.9 0.49691 12.2407
31 6.1 0.445654 12.7778
32 6.3 0.506054 13.4282
33 6.5 0.50923 14.125
34 6.7 0.525461 14.8889
35 6.9 0.617052 15.8403
36 7.1 0.625319 16.8611
37 7.3 0.792725 18.2292
38 7.5 0.903503 19.875
39 7.7 1.15135 22.0856
40 7.9 1.35951 24.8333
41 8.1 1.49802 28.0162
42 8.3 1.45057 31.2523
43 8.5 1.38707 34.4977
44 8.7 1.29853 37.6806
45 8.9 1.12261 40.5602
46 9.1 1.10661 43.5278
47 9.3 0.939693 46.1597
48 9.5 0.936187 48.8958
49 9.7 0.879747 51.5764
50 9.9 0.886134 54.3889
1600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.103422 0.0509259
21 4.1 1.04214 0.618056
22 4.3 2.39381 2.05093
23 4.5 3.1498 4.11574
24 4.7 2.90042 6.18981
25 4.9 2.3558 8.02083
26 5.1 1.67981 9.43519
27 5.3 1.02338 10.3657
28 5.5 0.747013 11.0972
29 5.7 0.554652 11.6806
30 5.9 0.501255 12.2454
31 6.1 0.516973 12.8681
32 6.3 0.414405 13.4005
33 6.5 0.529782 14.125
34 6.7 0.555978 14.9329
35 6.9 0.602324 15.8611
36 7.1 0.615685 16.8657
37 7.3 0.819941 18.2801
38 7.5 0.916645 19.9491
39 7.7 1.1145 22.088
40 7.9 1.33151 24.7778
41 8.1 1.47803 27.9167
42 8.3 1.51769 31.3009
43 8.5 1.3709 34.5069
44 8.7 1.26986 37.6181
45 8.9 1.16648 40.6088
46 9.1 1.0536 43.4329
47 9.3 0.980655 46.1782
48 9.5 0.910481 48.838
49 9.7 0.883965 51.5301
50 9.9 0.893851 54.3657
1700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.108618 0.0532407
21 4.1 0.97854 0.583333
22 4.3 2.4203 2.02546
23 4.5 3.12874 4.06713
24 4.7 2.84215 6.09028
25 4.9 2.35162 7.90972
26 5.1 1.7234 9.35417
27 5.3 1.092 10.3426
28 5.5 0.717184 11.0417
29 5.7 0.627944 11.6991
30 5.9 0.491166 12.25
31 6.1 0.474934 12.8194
32 6.3 0.441641 13.3843
33 6.5 0.532206 14.1088
34 6.7 0.520114 14.8611
35 6.9 0.567356 15.7315
36 7.1 0.669806 16.8194
37 7.3 0.803471 18.1991
38 7.5 0.881247 19.7963
39 7.7 1.11839 21.9329
40 7.9 1.35371 24.6551
41 8.1 1.45413 27.7292
42 8.3 1.55071 31.1713
43 8.5 1.33143 34.2708
44 8.7 1.26903 37.3657
45 8.9 1.17182 40.3565
46 9.1 1.08878 43.2616
47 9.3 0.971021 45.9676
48 9.5 0.929772 48.6713
49 9.7 0.916261 51.4491
50 9.9 0.86862 54.1921
1800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.0052574 0.00231481
20 3.9 0.0851782 0.0439815
21 4.1 0.933432 0.548611
22 4.3 2.47584 2.02083
23 4.5 3.14222 4.06713
24 4.7 2.82839 6.07639
25 4.9 2.33842 7.88194
26 5.1 1.65495 9.2662
27 5.3 1.12753 10.2847
28 5.5 0.818588 11.081
29 5.7 0.611498 11.7199
30 5.9 0.47769 12.2546
31 6.1 0.425603 12.7639
32 6.3 0.486068 13.3843
33 6.5 0.502622 14.0671
34 6.7 0.546831 14.8565
35 6.9 0.570024 15.7292
36 7.1 0.65689 16.794
37 7.3 0.752424 18.0833
38 7.5 0.954708 19.8102
39 7.7 1.07938 21.8681
40 7.9 1.36108 24.5995
41 8.1 1.46258 27.6852
42 8.3 1.49012 30.9861
43 8.5 1.35706 34.1389
44 8.7 1.26685 37.2222
45 8.9 1.19238 40.2593
46 9.1 1.09708 43.1806
47 9.3 0.963843 45.8611
48 9.5 0.953202 48.6273
49 9.7 0.901294 51.3542
50 9.9 0.910787 54.2245
1900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.10394 0.0509259
21 4.1 1.00034 0.592593
22 4.3 2.45633 2.05556
23 4.5 3.2401 4.16898
24 4.7 2.77506 6.14352
25 4.9 2.21495 7.85648
26 5.1 1.63572 9.22685
27 5.3 1.18457 10.2986
28 5.5 0.803023 11.081
29 5.7 0.599459 11.7083
30 5.9 0.493443 12.2616
31 6.1 0.442305 12.7917
32 6.3 0.456318 13.375
33 6.5 0.508622 14.0671
34 6.7 0.557163 14.8727
35 6.9 0.584207 15.7685
36 7.1 0.662967 16.8449
37 7.3 0.716154 18.0741
38 7.5 0.950625 19.7963
39 7.7 1.14433 21.9815
40 7.9 1.33587 24.6667
41 8.1 1.44928 27.7292
42 8.3 1.48148 31.0162
43 8.5 1.37976 34.2269
44 8.7 1.26293 37.3056
45 8.9 1.17777 40.3102
46 9.1 1.09272 43.2245
47 9.3 0.990554 45.9838
48 9.5 0.935749 48.7037
49 9.7 0.923532 51.5023
50 9.9 0.853596 54.1968
2000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.136899 0.0671296
21 4.1 0.943983 0.578704
22 4.3 2.50867 2.07407
23 4.5 3.19133 4.15741
24 4.7 2.86053 6.19444
25 4.9 2.12938 7.84259
26 5.1 1.60401 9.1875
27 5.3 1.23984 10.3102
28 5.5 0.762004 11.0532
29 5.7 0.627696 11.7106
30 5.9 0.511601 12.2847
31 6.1 0.420711 12.7894
32 6.3 0.490317 13.4167
33 6.5 0.496304 14.0926
34 6.7 0.545504 14.8819
35 6.9 0.594283 15.794
36 7.1 0.616834 16.7963
37 7.3 0.755989 18.0949
38 7.5 0.97665 19.8657
39 7.7 1.10826 21.9838
40 7.9 1.33822 24.6759
41 8.1 1.44261 27.7269
42 8.3 1.45628 30.9606
43 8.5 1.4154 34.2569
44 8.7 1.26947 37.3542
45 8.9 1.1496 40.2894
46 9.1 1.13431 43.3171
47 9.3 0.97396 46.0324
48 9.5 0.94532 48.7824
49 9.7 0.9159 51.5602
50 9.9 0.860951 54.2801
