# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1000 50
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.123741 0.0601852
21 4.1 1.04645 0.622685
22 4.3 2.34127 2.00694
23 4.5 3.05658 3.98611
24 4.7 2.73975 5.9213
25 4.9 2.36692 7.73843
26 5.1 1.6227 9.08796
27 5.3 1.14689 10.1181
28 5.5 0.852007 10.9421
29 5.7 0.63952 11.6065
30 5.9 0.534507 12.2014
31 6.1 0.437774 12.7222
32 6.3 0.419543 13.2546
33 6.5 0.546633 13.9931
34 6.7 0.579 14.8241
35 6.9 0.67062 15.8449
36 7.1 0.610393 16.8287
37 7.3 0.705116 18.0301
38 7.5 0.900982 19.6505
39 7.7 1.06482 21.669
40 7.9 1.26565 24.1944
41 8.1 1.50408 27.3495
42 8.3 1.50814 30.6713
43 8.5 1.46406 34.0532
44 8.7 1.26265 37.1088
45 8.9 1.18186 40.1019
46 9.1 1.02032 42.8032
47 9.3 0.968539 45.4815
48 9.5 0.908935 48.1042
49 9.7 0.836444 50.6204
50 9.9 0.868737 53.3426
1300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.129407 0.0625
21 4.1 0.945412 0.56713
22 4.3 2.3499 1.94676
23 4.5 3.08174 3.92824
24 4.7 2.79208 5.88657
25 4.9 2.24394 7.59722
26 5.1 1.71263 9.01157
27 5.3 1.18094 10.0648
28 5.5 0.862836 10.8935
29 5.7 0.639542 11.5532
30 5.9 0.552938 12.1644
31 6.1 0.436943 12.6806
32 6.3 0.462915 13.2639
33 6.5 0.528054 13.9722
34 6.7 0.573339 14.7894
35 6.9 0.594185 15.6875
36 7.1 0.662428 16.7477
37 7.3 0.685462 17.9074
38 7.5 0.865858 19.4537
39 7.7 1.12398 21.5694
40 7.9 1.25939 24.0648
41 8.1 1.4569 27.0995
42 8.3 1.47115 30.3171
43 8.5 1.432 33.6019
44 8.7 1.32164 36.7778
45 8.9 1.18099 39.7477
46 9.1 1.0645 42.5463
47 9.3 0.939962 45.1273
48 9.5 0.913729 47.7454
49 9.7 0.887289 50.3958
50 9.9 0.839899 53.0093
1400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.0868601 0.0416667
21 4.1 0.978062 0.560185
22 4.3 2.25876 1.87731
23 4.5 3.0629 3.83333
24 4.7 2.7779 5.76852
25 4.9 2.25619 7.47685
26 5.1 1.7215 8.88889
27 5.3 1.18116 9.93519
28 5.5 0.941522 10.8333
29 5.7 0.673278 11.5231
30 5.9 0.529298 12.1042
31 6.1 0.475434 12.662
32 6.3 0.453128 13.2292
33 6.5 0.509072 13.9074
34 6.7 0.585428 14.7361
35 6.9 0.601324 15.6389
36 7.1 0.610156 16.6088
37 7.3 0.732843 17.8403
38 7.5 0.814345 19.2847
39 7.7 1.13289 21.4028
40 7.9 1.26681 23.8958
41 8.1 1.38516 26.7616
42 8.3 1.52488 30.0741
43 8.5 1.42145 33.3125
44 8.7 1.31515 36.4514
45 8.9 1.20388 39.4583
46 9.1 1.06556 42.2407
47 9.3 0.941285 44.8079
48 9.5 0.904511 47.3819
49 9.7 0.898806 50.0486
50 9.9 0.855368 52.6921
1500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.00536228 0.00231481
20 3.9 0.149622 0.0740741
21 4.1 0.952053 0.578704
22 4.3 2.3545 1.95139
23 4.5 2.92936 3.82176
24 4.7 2.80837 5.77778
25 4.9 2.12821 7.38889
26 5.1 1.83475 8.89352
27 5.3 1.1631 9.92361
28 5.5 0.912585 10.794
29 5.7 0.750244 11.5625
30 5.9 0.497766 12.1088
31 6.1 0.477502 12.669
32 6.3 0.471717 13.2593
33 6.5 0.502222 13.9282
34 6.7 0.552832 14.7106
35 6.9 0.618407 15.6389
36 7.1 0.623386 16.6296
37 7.3 0.728855 17.8542
38 7.5 0.832781 19.331
39 7.7 1.10215 21.3912
40 7.9 1.27529 23.9005
41 8.1 1.46825 26.9375
42 8.3 1.39302 29.963
43 8.5 1.4319 33.2245
44 8.7 1.38331 36.5255
45 8.9 1.16148 39.4259
46 9.1 1.06931 42.2176
47 9.3 0.934681 44.7662
48 9.5 0.916081 47.3727
49 9.7 0.883377 49.9931
50 9.9 0.887752 52.7361
1600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.110729 0.0532407
21 4.1 1.05855 0.615741
22 4.3 2.39606 2.0162
23 4.5 3.00512 3.93981
24 4.7 2.71838 5.83796
25 4.9 2.16248 7.47917
26 5.1 1.67525 8.85648
27 5.3 1.22272 9.94213
28 5.5 0.939325 10.8403
29 5.7 0.680723 11.5394
30 5.9 0.544894 12.1389
31 6.1 0.472357 12.6944
32 6.3 0.450225 13.2593
33 6.5 0.502683 13.9306
34 6.7 0.554695 14.7176
35 6.9 0.642991 15.6852
36 7.1 0.604373 16.6481
37 7.3 0.750373 17.912
38 7.5 0.86843 19.456
39 7.7 1.07342 21.4676
40 7.9 1.29906 24.0301
41 8.1 1.42323 26.9815
42 8.3 1.4671 30.1759
43 8.5 1.38874 33.3472
44 8.7 1.34691 36.5694
45 8.9 1.16224 39.4792
46 9.1 1.06926 42.2778
47 9.3 0.974653 44.9421
48 9.5 0.88617 47.4699
49 9.7 0.860124 50.0278
50 9.9 0.907175 52.838
1700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.00535399 0.00231481
20 3.9 0.125296 0.0625
21 4.1 1.02471 0.606481
22 4.3 2.42618 2.02315
23 4.5 2.92122 3.8912
24 4.7 2.89694 5.91204
25 4.9 2.13103 7.52778
26 5.1 1.56417 8.8125
27 5.3 1.297 9.96296
28 5.5 0.942678 10.8634
29 5.7 0.640783 11.5208
30 5.9 0.532797 12.1065
31 6.1 0.502376 12.6968
32 6.3 0.426659 13.2315
33 6.5 0.4893 13.8843
34 6.7 0.605869 14.7431
35 6.9 0.594355 15.6366
36 7.1 0.645691 16.6644
37 7.3 0.718099 17.8727
38 7.5 0.843224 19.3704
39 7.7 1.08314 21.3981
40 7.9 1.3391 24.037
41 8.1 1.39447 26.9259
42 8.3 1.46429 30.1111
43 8.5 1.42461 33.3611
44 8.7 1.3066 36.4838
45 8.9 1.20781 39.5046
46 9.1 1.03579 42.213
47 9.3 0.980704 44.8912
48 9.5 0.885422 47.4144
49 9.7 0.927204 50.169
50 9.9 0.83402 52.75
1800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.1358 0.0648148
21 4.1 0.925967 0.553241
22 4.3 2.35399 1.91898
23 4.5 2.98005 3.8125
24 4.7 2.7352 5.70833
25 4.9 2.31064 7.44907
26 5.1 1.68767 8.82639
27 5.3 1.23179 9.91204
28 5.5 0.968243 10.831
29 5.7 0.653981 11.4977
30 5.9 0.512905 12.0579
31 6.1 0.448102 12.581
32 6.3 0.47773 13.1759
33 6.5 0.497681 13.8356
34 6.7 0.596612 14.6759
35 6.9 0.587324 15.5532
36 7.1 0.680573 16.6296
37 7.3 0.677022 17.7616
38 7.5 0.797485 19.169
39 7.7 1.09134 21.1991
40 7.9 1.31342 23.7708
41 8.1 1.44728 26.75
42 8.3 1.45121 29.8866
43 8.5 1.40006 33.0602
44 8.7 1.35203 36.2708
45 8.9 1.1839 39.213
46 9.1 1.06739 41.9861
47 9.3 0.95885 44.588
48 9.5 0.905824 47.1528
49 9.7 0.918259 49.8634
50 9.9 0.866477 52.5278
1900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0.00539478 0.00231481
20 3.9 0.0825481 0.0416667
21 4.1 0.957823 0.546296
22 4.3 2.24094 1.84491
23 4.5 3.08572 3.80324
24 4.7 2.87889 5.7963
25 4.9 2.2211 7.46759
26 5.1 1.67548 8.83333
27 5.3 1.26218 9.94444
28 5.5 0.888814 10.787
29 5.7 0.691134 11.4907
30 5.9 0.502904 12.0394
31 6.1 0.444664 12.5579
32 6.3 0.46527 13.1366
33 6.5 0.582192 13.9074
34 6.7 0.519982 14.6389
35 6.9 0.612846 15.5532
36 7.1 0.659401 16.5949
37 7.3 0.665351 17.706
38 7.5 0.810251 19.1343
39 7.7 1.06647 21.1157
40 7.9 1.28539 23.6296
41 8.1 1.47602 26.6644
42 8.3 1.48295 29.8657
43 8.5 1.43444 33.1134
44 8.7 1.30874 36.2176
45 8.9 1.22074 39.2477
46 9.1 1.02138 41.8981
47 9.3 0.972801 44.5347
48 9.5 0.944551 47.206
49 9.7 0.880095 49.8009
50 9.9 0.852433 52.419
2000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 0 0
6 1.1 0 0
7 1.3 0 0
8 1.5 0 0
9 1.7 0 0
10 1.9 0 0
11 2.1 0 0
12 2.3 0 0
13 2.5 0 0
14 2.7 0 0
15 2.9 0 0
16 3.1 0 0
17 3.3 0 0
18 3.5 0 0
19 3.7 0 0
20 3.9 0.148779 0.0717593
21 4.1 0.968401 0.587963
22 4.3 2.26226 1.91435
23 4.5 3.27696 4.01852
24 4.7 2.75949 5.95139
25 4.9 2.20744 7.63194
26 5.1 1.65881 9
27 5.3 1.15394 10.0278
28 5.5 0.902615 10.8935
29 5.7 0.647146 11.5602
30 5.9 0.490766 12.1019
31 6.1 0.466963 12.6528
32 6.3 0.454343 13.2245
33 6.5 0.542591 13.9514
34 6.7 0.557848 14.7454
35 6.9 0.639457 15.7106
36 7.1 0.618424 16.6991
37 7.3 0.701457 17.8843
38 7.5 0.887793 19.4676
39 7.7 1.0824 21.5023
40 7.9 1.27864 24.0324
41 8.1 1.50115 27.1551
42 8.3 1.47843 30.3843
43 8.5 1.4016 33.5949
44 8.7 1.29449 36.7014
45 8.9 1.20194 39.7199
46 9.1 1.03155 42.4282
47 9.3 0.964023 45.0718
48 9.5 0.931142 47.7361
49 9.7 0.850464 50.2731
50 9.9 0.847737 52.9074
