125	130	135	140	145	150	155	160	165	170	175	180
70.678705	73.448399	76.213705	78.974634	81.73119	84.483383	87.231217	89.974711	92.713858	95.448686	98.179166	100.90535
26.42602	27.677776	28.945466	30.229086	31.528713	32.844374	34.176078	35.523833	36.887695	38.267741	39.663876	41.076173
57.133177	59.546325	61.963221	64.383768	66.807296	69.233411	71.661747	74.091685	76.522877	78.955193	81.388286	83.82167
60.811226	63.024609	65.227969	67.422283	69.607879	71.785251	73.955296	76.118328	78.275159	80.426266	82.572007	84.713224
62.276234	64.876303	67.484895	70.102168	72.727681	75.361325	78.00266	80.651706	83.308046	85.971627	88.641924	91.318811
74.193292	77.116558	80.032043	82.939365	85.838468	88.729207	91.611118	94.484651	97.349174	100.20497	103.05184	105.8896
63.511043	65.969369	68.425901	70.880787	73.334895	75.788413	78.241264	80.694221	83.147546	85.60131	88.055907	90.511756
55.133084	57.580157	60.043284	62.522468	65.01717	67.527497	70.052366	72.591633	75.144958	77.711543	80.291205	82.883659
66.926875	69.616946	72.303447	74.985845	77.663655	80.33702	83.006275	85.670783	88.330096	90.984638	93.634406	96.278891
64.510222	66.940058	69.366311	71.789753	74.210792	76.629942	79.048069	81.465541	83.882854	86.30112	88.720545	91.141595
58.827301	61.35331	63.89023	66.437804	68.995943	71.564361	74.141912	76.727881	79.322655	81.925487	84.535547	87.152626
65.529382	68.180634	70.827847	73.470826	76.109503	78.744189	81.374069	83.998845	86.618955	89.233213	91.842335	94.44646
64.540711	66.984237	69.424008	71.860925	74.295471	76.728736	79.161063	81.593102	84.025925	86.459161	88.89401	91.330622
61.025935	63.5925	66.168369	68.75299	71.346097	73.946824	76.555233	79.170751	81.793113	84.422259	87.057325	89.69829
64.612125	67.234234	69.853196	72.467579	75.077552	77.682877	80.283607	82.879804	85.471093	88.057922	90.639605	93.217205
62.129247	64.53998	66.952303	69.366504	71.783919	74.204424	76.6283	79.056776	81.48947	83.92716	86.369826	88.818052
60.229016	62.790796	65.362649	67.944286	70.535009	73.134508	75.742675	78.358678	80.982831	83.613521	86.250503	88.892955
65.190441	67.835194	70.476951	73.115816	75.75154	78.384084	81.014136	83.640837	86.264445	88.88509	91.503139	94.118682
65.354632	67.858003	70.359347	72.858855	75.357657	77.855514	80.35288	82.850335	85.347518	87.845829	90.3455	92.846682
60.694775	63.166052	65.642891	68.125438	70.613531	73.107566	75.606757	78.11193	80.62255	83.138789	85.659683	88.184851
62.395793	65.006281	67.618491	70.232316	72.847278	75.46269	78.078659	80.694428	83.310427	85.926149	88.540885	91.153958
64.171425	66.678962	69.184637	71.688509	74.191305	76.693507	79.195257	81.697675	84.201037	86.70615	89.214166	91.725417
62.841415	65.412808	67.992805	70.581521	73.178387	75.783161	78.395125	81.014314	83.639554	86.269492	88.904778	91.545622
63.939676	66.563844	69.185436	71.803562	74.418022	77.02856	79.635099	82.237089	84.834355	87.426408	90.013053	92.594329
63.571498	66.066214	68.559216	71.050811	73.541682	76.031985	78.522344	81.013415	83.505365	85.998999	88.495051	90.992126
61.97645	64.476322	66.980764	69.490071	72.003272	74.520688	77.042278	79.566945	82.095053	84.626177	87.159804	89.695594
63.038337	65.607931	68.17781	70.748393	73.319731	75.892621	78.467117	81.042561	83.619758	86.199425	88.781322	91.367551
63.056033	65.600026	68.150473	70.707242	73.272852	75.846673	78.427262	81.016663	83.614758	86.220548	88.83373	91.454346
63.566968	66.191242	68.818418	71.446961	74.076483	76.705571	79.33286	81.958174	84.579432	87.196509	89.809113	92.415497
62.698053	65.184923	67.66437	70.137558	72.603891	75.063752	77.520299	79.971958	82.420322	84.865686	87.310175	89.754967
62.194286	64.669746	67.148827	69.632193	72.12101	74.615552	77.114933	79.620823	82.133232	84.651177	87.174958	89.706456
63.529989	66.078611	68.630929	71.186007	73.742684	76.301403	78.86071	81.420999	83.981286	86.542913	89.103576	91.66267
63.548286	66.085928	68.623594	71.161661	73.699687	76.238081	78.778254	81.318898	83.861969	86.40889	88.95983	91.514613
63.900372	66.554718	69.217386	71.88815	74.568274	77.258203	79.955527	82.65966	85.371492	88.090281	90.814527	93.544124
65.11572	67.766026	70.412071	73.05313	75.688175	78.31642	80.937447	83.550809	86.156404	88.752069	91.337842	93.912759
63.576309	66.04382	68.508497	70.971907	73.433532	75.894197	78.35671	80.822727	83.292842	85.767388	88.248563	90.736954
62.000447	64.526221	67.060186	69.602419	72.151423	74.706003	77.266266	79.830062	82.395271	84.960935	87.525018	90.085983
61.510008	64.027946	66.544114	69.057989	71.56974	74.078759	76.586171	79.091997	81.595667	84.099244	86.603523	89.111001
61.645634	64.15436	66.66953	69.19196	71.722856	74.263399	76.813081	79.373475	81.944646	84.527162	87.121543	89.72821
62.963133	65.516321	68.075608	70.639166	73.207779	75.781157	78.358961	80.941548	83.528535	86.119632	88.715818	91.315708
64.044237	66.66948	69.299815	71.933995	74.571299	77.213527	79.857873	82.504021	85.150704	87.796688	90.441757	93.084905
65.464862	68.063066	70.649011	73.223178	75.786328	78.338939	80.879574	83.408042	85.9258	88.433617	90.93072	93.416533
63.947721	66.391493	68.832567	71.272264	73.712546	76.153108	78.596023	81.041735	83.493655	85.952406	88.418033	90.891663
61.766457	64.272192	66.787885	69.31317	71.847564	74.389429	76.93839	79.494426	82.056417	84.622638	87.19363	89.769159
61.171142	63.719189	66.271917	68.829792	71.392013	73.957171	76.528396	79.106324	81.68965	84.278056	86.871784	89.472274
62.455179	65.075547	67.702768	70.33632	72.9735	75.614294	78.257626	80.900786	83.542676	86.181958	88.817191	91.448197
64.106001	66.667886	69.22436	71.775008	74.319769	76.860218	79.395473	81.926578	84.454139	86.98115	89.50756	92.034087
64.462799	67.033515	69.609424	72.190821	74.778583	77.372954	79.974932	82.585142	85.202784	87.828148	90.459657	93.096453
64.017821	66.570189	69.118512	71.66177	74.199525	76.729534	79.250218	81.761086	84.261864	86.750782	89.227626	91.693515
61.695326	64.123267	66.550585	68.980134	71.414903	73.856984	76.30635	78.766604	81.241983	83.735856	86.248427	88.781473
61.406959	63.957442	66.51867	69.091102	71.673368	74.267092	76.872133	79.484662	82.102924	84.725256	87.349676	89.972175
62.716347	65.283398	67.852008	70.419637	72.984508	75.545813	78.103088	80.656978	83.205344	85.74527	88.279537	90.807429
64.014067	66.603263	69.191304	71.776754	74.3623	76.945582	79.526601	82.106318	84.685226	87.26493	89.845503	92.42968
64.72622	67.302025	69.875641	72.450085	75.026713	77.604032	80.184308	82.766096	85.35093	87.939886	90.532749	93.127913
63.030742	65.497089	67.96523	70.436438	72.908534	75.383535	77.862242	80.345029	82.832626	85.323382	87.818761	90.318299
61.086026	63.587074	66.097893	68.616434	71.142498	73.678045	76.221496	78.773136	81.332273	83.901148	86.477766	89.063203
62.352644	64.958289	67.566565	70.174797	72.783384	75.392188	77.999222	80.604139	83.202914	85.796625	88.380654	90.955007
64.34646	66.921955	69.492639	72.060634	74.626777	77.19211	79.755968	82.320267	84.885651	87.450963	90.019899	92.591709
64.213885	66.795846	69.378974	71.963112	74.547107	77.128219	79.704339	82.276069	84.845049	87.409177	89.970513	92.530483
63.237879	65.766291	68.288175	70.805576	73.319539	75.830639	78.341372	80.853575	83.365511	85.878143	88.38689	90.892073
62.255552	64.68434	67.116361	69.551901	71.989769	74.42931	76.869116	79.307354	81.743901	84.178745	86.614791	89.053766
61.615811	64.139471	66.676458	69.224917	71.786327	74.361726	76.952079	79.559509	82.186849	84.837642	87.51066	90.205186
63.54429	66.184266	68.823961	71.46341	74.101637	76.738698	79.374424	82.006563	84.632588	87.248777	89.850364	92.435328
64.07783	66.606591	69.127509	71.641257	74.144133	76.637611	79.120907	81.598442	84.071854	86.542721	89.019112	91.504856
63.660236	66.20125	68.752128	71.317236	73.89886	76.502083	79.127039	81.774694	84.444806	87.136536	89.848883	92.574709
64.16184	66.821004	69.48383	72.147358	74.810987	77.46849	80.116723	82.750102	85.36561	87.962999	90.540887	93.101262
63.896607	66.420746	68.932199	71.431191	73.921094	76.402953	78.879225	81.350097	83.819025	86.288042	88.754742	91.224248
62.463509	64.895382	67.332684	69.774278	72.219271	74.670426	77.127882	79.593221	82.071255	84.560749	87.062206	89.57642
61.246508	63.809631	66.388517	68.982402	71.591121	74.211941	76.844205	79.487168	82.13907	84.793591	87.454407	90.118554
62.729212	65.363168	67.993352	70.617062	73.233872	75.843216	78.441419	81.029232	83.602755	86.162535	88.709832	91.243312
63.940519	66.462907	68.982675	71.50359	74.027752	76.560969	79.107231	81.669617	84.25182	86.859297	89.492079	92.146277
64.320027	66.946974	69.582521	72.226665	74.877976	77.530225	80.180922	82.82356	85.451551	88.058346	90.637936	93.187219
63.858469	66.364193	68.850551	71.315693	73.761017	76.18775	78.598978	80.996579	83.385644	85.771744	88.160054	90.559354
61.677411	64.090435	66.520259	68.969632	71.440626	73.936715	76.458737	79.007078	81.579397	84.174776	86.787113	89.411793
61.766231	64.379846	67.008172	69.6518	72.307008	74.968947	77.631226	80.293402	82.95121	85.604467	88.252393	90.894671
63.393181	66.047643	68.694289	71.330203	73.950387	76.553541	79.135871	81.696619	84.235962	86.756882	89.261903	91.754674
64.380221	66.874891	69.355914	71.827912	74.291279	76.755403	79.228713	81.716266	84.224689	86.753054	89.304429	91.88232
63.241403	65.705103	68.181437	70.66931	73.171689	75.684949	78.209002	80.743256	83.285162	85.828893	88.373313	90.918191
61.965873	64.467055	66.968581	69.468162	71.968853	74.47037	76.971236	79.474111	81.977037	84.481409	86.988965	89.495955
