175	175	175
0.0001	0.001	0.01
-13.417567	-13.417567	-13.417567
-13.417567	-13.332917	-13.312567
-13.417567	-13.283991	-13.288648
-13.417567	-13.273248	-13.297712
-13.414791	-13.278452	-13.294367
-13.40265	-13.288165	-13.289727
-13.387387	-13.291284	-13.300613
-13.370042	-13.298223	-13.298315
-13.353738	-13.297876	-13.290873
-13.341944	-13.300646	-13.285032
-13.332924	-13.31383	-13.291955
-13.325987	-13.314178	-13.289463
-13.320089	-13.31001	-13.291995
-13.313845	-13.305499	-13.289536
-13.307601	-13.300993	-13.286045
-13.302398	-13.291279	-13.300078
-13.297541	-13.28677	-13.29326
-13.292685	-13.28122	-13.294534
-13.28991	-13.285728	-13.287511
-13.287828	-13.293013	-13.302002
-13.284012	-13.289545	-13.287129
-13.282278	-13.294748	-13.281096
-13.278809	-13.294401	-13.29181
-13.276034	-13.29683	-13.296334
-13.275687	-13.304464	-13.289651
-13.27534	-13.30724	-13.290182
-13.274299	-13.297874	-13.286111
-13.273953	-13.294061	-13.293427
-13.273606	-13.293711	-13.302748
-13.274646	-13.298568	-13.298891
-13.273259	-13.299265	-13.290259
-13.272912	-13.300652	-13.294025
-13.273259	-13.294752	-13.299002
-13.272218	-13.295101	-13.291687
-13.2743	-13.300997	-13.29298
-13.275687	-13.303082	-13.296311
-13.274993	-13.299611	-13.28823
-13.276728	-13.297181	-13.299533
-13.277075	-13.299262	-13.295822
-13.278809	-13.295792	-13.296175
-13.278462	-13.295443	-13.295811
-13.278809	-13.299955	-13.288734
-13.281237	-13.298567	-13.303636
-13.282278	-13.290931	-13.293632
-13.283319	-13.297524	-13.286351
-13.284013	-13.297525	-13.281782
-13.284013	-13.297869	-13.289812
-13.285747	-13.296831	-13.29642
-13.2854	-13.296134	-13.295107
-13.286441	-13.294397	-13.29326
-13.288175	-13.291279	-13.300607
-13.286788	-13.293707	-13.285452
-13.286094	-13.28781	-13.28264
-13.285747	-13.288158	-13.287715
-13.286441	-13.293361	-13.287308
-13.288175	-13.29024	-13.292992
-13.288175	-13.292666	-13.291533
-13.291297	-13.299602	-13.30186
-13.291991	-13.305853	-13.298962
-13.29095	-13.304808	-13.29031
-13.291297	-13.300992	-13.291338
-13.290257	-13.303422	-13.293812
-13.289563	-13.299952	-13.301355
-13.290603	-13.302377	-13.291477
-13.292685	-13.299255	-13.295463
-13.292338	-13.300301	-13.297479
-13.293032	-13.290585	-13.298308
-13.294766	-13.289893	-13.289275
-13.297541	-13.287463	-13.297733
-13.298582	-13.290936	-13.287136
-13.298235	-13.298914	-13.30019
-13.29997	-13.299954	-13.293978
-13.299969	-13.297177	-13.300872
-13.299276	-13.298912	-13.292545
-13.299276	-13.293361	-13.293329
-13.297888	-13.288155	-13.290563
-13.299623	-13.283302	-13.302241
-13.297541	-13.280179	-13.303167
-13.296847	-13.2892	-13.296566
-13.297888	-13.291283	-13.295528
-13.297888	-13.291629	-13.295796
-13.298235	-13.299262	-13.303103
-13.298582	-13.305161	-13.29818
-13.297888	-13.294755	-13.292258
-13.299622	-13.295798	-13.28917
-13.298235	-13.290944	-13.294779
-13.296154	-13.293718	-13.29889
-13.296847	-13.289901	-13.304266
-13.298929	-13.286778	-13.293514
-13.299622	-13.286782	-13.289437
-13.300663	-13.285394	-13.298607
-13.30101	-13.290595	-13.296173
-13.301704	-13.293025	-13.297969
-13.303091	-13.296146	-13.301699
-13.302745	-13.29962	-13.301512
-13.303438	-13.293028	-13.294324
-13.302051	-13.287475	-13.278228
-13.305173	-13.286437	-13.287999
-13.308295	-13.286089	-13.299672
-13.310029	-13.288517	-13.303112
-13.313845	-13.291987	-13.299085
