150	150	150
0.0001	0.001	0.01
-13.763338	-13.763338	-13.763338
-13.763338	-13.686317	-13.665365
-13.763338	-13.63774	-13.645638
-13.763338	-13.626995	-13.647314
-13.761603	-13.629772	-13.64823
-13.753971	-13.640177	-13.643136
-13.741136	-13.643992	-13.654114
-13.723792	-13.651277	-13.649146
-13.709569	-13.648501	-13.651161
-13.695693	-13.652312	-13.640847
-13.686327	-13.666189	-13.637906
-13.677655	-13.66862	-13.645964
-13.672799	-13.662718	-13.652158
-13.667595	-13.656821	-13.645431
-13.661351	-13.652314	-13.640039
-13.656841	-13.647109	-13.661152
-13.650597	-13.638436	-13.641242
-13.646782	-13.633579	-13.643685
-13.644006	-13.638435	-13.643777
-13.638456	-13.648496	-13.643058
-13.637762	-13.646415	-13.646876
-13.636028	-13.647801	-13.651084
-13.632906	-13.646413	-13.649297
-13.631171	-13.652657	-13.642976
-13.628743	-13.656475	-13.633974
-13.628049	-13.661678	-13.65253
-13.626315	-13.652656	-13.651531
-13.626315	-13.646762	-13.651177
-13.626315	-13.646412	-13.654996
-13.626662	-13.645717	-13.663374
-13.627009	-13.648494	-13.64247
-13.627356	-13.651617	-13.648589
-13.625968	-13.646756	-13.63761
-13.624927	-13.644328	-13.643062
-13.625621	-13.651266	-13.648996
-13.627009	-13.659245	-13.650092
-13.62909	-13.653695	-13.647064
-13.629784	-13.650572	-13.650128
-13.630478	-13.648492	-13.653111
-13.629784	-13.645373	-13.649057
-13.629784	-13.648839	-13.650342
-13.631865	-13.653351	-13.647089
-13.632906	-13.651269	-13.646875
-13.633253	-13.647103	-13.646445
-13.635681	-13.652308	-13.639773
-13.638109	-13.653349	-13.639098
-13.639497	-13.650224	-13.65479
-13.63915	-13.650226	-13.642985
-13.639844	-13.651266	-13.642288
-13.639497	-13.645367	-13.640085
-13.640191	-13.643285	-13.634694
-13.640885	-13.645715	-13.647058
-13.641231	-13.645368	-13.658078
-13.640885	-13.646063	-13.645676
-13.640884	-13.642941	-13.638972
-13.641925	-13.640166	-13.639314
-13.641578	-13.64398	-13.643914
-13.645741	-13.652302	-13.64164
-13.646088	-13.66202	-13.659423
-13.6447	-13.661323	-13.646197
-13.644006	-13.655075	-13.647368
-13.643313	-13.658545	-13.645906
-13.642619	-13.655771	-13.647865
-13.641578	-13.656808	-13.653881
-13.64366	-13.65646	-13.66128
-13.645047	-13.650911	-13.659206
-13.645394	-13.643624	-13.657157
-13.646782	-13.638768	-13.645972
-13.649557	-13.637726	-13.634788
-13.650944	-13.642583	-13.658876
-13.651291	-13.650215	-13.653335
-13.652332	-13.655072	-13.65081
-13.65372	-13.652991	-13.653243
-13.651291	-13.652991	-13.648608
-13.649904	-13.646053	-13.654869
-13.652332	-13.644663	-13.652782
-13.650598	-13.634951	-13.650698
-13.64921	-13.634259	-13.652454
-13.648169	-13.639116	-13.657237
-13.650251	-13.64883	-13.652136
-13.648516	-13.652299	-13.643048
-13.650251	-13.650216	-13.641398
-13.651291	-13.65993	-13.634054
-13.652332	-13.655073	-13.644114
-13.651985	-13.655419	-13.649031
-13.653026	-13.648829	-13.662003
-13.652679	-13.648135	-13.654124
-13.651985	-13.643627	-13.643154
-13.650251	-13.648134	-13.630565
-13.652679	-13.641891	-13.638896
-13.652332	-13.641891	-13.64347
-13.654066	-13.641542	-13.653122
-13.654413	-13.649868	-13.656258
-13.65372	-13.654029	-13.658682
-13.653373	-13.654726	-13.644437
-13.654413	-13.654379	-13.646196
-13.657535	-13.642236	-13.639292
-13.659617	-13.638769	-13.635371
-13.661351	-13.641546	-13.641346
-13.663086	-13.637728	-13.646241
-13.666208	-13.638768	-13.661598
