125	125	125	125
0.0001	0.001	0.01	0.1
-14.109108	-14.109108	-14.109108	-14.109108
-14.109108	-14.040416	-14.020599	-13.912643
-14.109108	-13.991495	-14.003003	-13.928656
-14.109108	-13.981095	-14.005348	-13.917741
-14.109108	-13.986649	-13.999021	-13.918985
-14.104252	-13.999134	-13.997249	-13.913019
-14.093845	-14.000175	-14.009657	-13.905076
-14.080316	-14.003645	-14.004311	-13.924603
-14.067134	-14.003989	-14.004586	-13.897698
-14.052912	-14.006414	-13.998311	-13.915777
-14.040423	-14.021334	-13.997454	-13.905595
-14.033139	-14.027581	-14.009521	-13.92981
-14.026201	-14.015784	-14.013281	-13.89786
-14.01961	-14.016129	-14.004959	-13.862389
-14.015447	-14.006072	-14.005659	-13.893783
-14.011978	-14.00295	-14.008745	-13.883498
-14.006428	-13.992541	-13.997286	-13.883811
-14.001224	-13.987686	-14.000699	-13.879105
-13.998796	-13.990113	-14.01712	-13.875257
-13.995327	-14.004335	-14.003122	-13.879653
-13.991511	-14.003295	-14.001686	-13.876213
-13.988736	-14.009887	-14.005105	-13.896652
-13.987349	-13.999131	-13.998287	-13.890902
-13.986308	-14.009192	-13.999885	-13.892431
-13.983186	-14.016825	-14.007285	-13.890105
-13.981452	-14.017518	-14.002133	-13.852379
-13.979717	-14.009192	-14.007697	-13.870735
-13.97937	-14.000175	-14.001379	-13.872524
-13.981105	-14.001214	-14.000692	-13.856024
-13.981799	-14.000518	-14.003361	-13.87096
-13.981105	-14.005376	-14.002008	-13.897078
-13.980064	-14.003992	-13.998962	-13.882717
-13.981105	-14.001562	-14.005527	-13.872662
-13.980758	-13.998439	-14.007574	-13.871905
-13.981105	-14.008848	-13.997179	-13.900569
-13.981799	-14.015092	-14.021042	-13.883189
-13.982839	-14.015439	-14.01302	-13.873202
-13.982839	-14.002601	-14.007298	-13.866037
-13.984227	-13.998784	-14.000594	-13.866722
-13.985961	-14.002256	-13.996895	-13.87286
-13.986655	-14.000173	-13.996339	-13.906745
-13.985961	-14.004683	-14.000942	-13.881303
-13.988389	-14.002602	-14.012414	-13.894765
-13.98943	-14.003986	-14.011065	-13.889681
-13.990124	-14.007456	-14.013372	-13.906449
-13.992552	-14.013008	-14.014163	-13.900369
-13.995674	-14.008497	-14.00354	-13.905043
-13.99498	-14.011619	-14.003048	-13.89364
-13.99498	-14.005377	-14.005424	-13.903887
-13.997409	-14.001212	-14.007928	-13.88611
-13.999143	-13.99809	-14.010578	-13.88062
-13.998103	-13.997745	-14.011027	-13.860353
-13.997756	-13.997051	-14.014422	-13.86637
-13.998449	-14.000519	-14.015846	-13.862863
-13.996368	-13.998091	-14.019312	-13.861609
-13.997756	-13.994969	-14.010513	-13.839248
-13.997756	-13.994623	-14.016611	-13.839133
-14.000184	-13.998089	-14.023096	-13.840289
-14.001571	-14.013007	-14.015255	-13.811589
-13.999837	-14.017518	-14.006957	-13.846431
-14.000184	-14.011269	-14.009094	-13.824294
-13.99949	-14.014045	-14.006706	-13.818786
-13.998796	-14.010577	-14.014257	-13.789882
-13.999143	-14.011619	-14.011062	-13.782475
-13.998103	-14.010228	-14.002386	-13.793516
-13.999143	-14.006416	-14.010753	-13.787563
-13.999837	-13.993927	-14.014613	-13.794034
-14.000878	-13.988375	-14.004932	-13.782133
-14.004	-13.99323	-14.014309	-13.791534
-14.002959	-13.997045	-14.010319	-13.789689
-14.003653	-14.005025	-14.011841	-13.800196
-14.003653	-14.010227	-14.003897	-13.826738
-14.002612	-14.013694	-14.010407	-13.818081
-14.004693	-14.00745	-13.998469	-13.790451
-14.002959	-14.009186	-14.008297	-13.809774
-14.002612	-14.002246	-14.004318	-13.804757
-14.002612	-13.994266	-14.009286	-13.803938
-14.003306	-13.989063	-14.004717	-13.785079
-14.003306	-13.987328	-14.003679	-13.809618
-14.002612	-13.996348	-14.009921	-13.769219
-14.004	-14.005021	-14.01026	-13.789865
-14.004347	-14.011264	-14.009489	-13.783441
-14.006081	-14.012305	-14.011637	-13.782683
-14.008856	-14.008144	-14.009187	-13.775634
-14.009897	-14.009185	-14.005128	-13.805783
-14.00955	-14.004327	-14.005818	-13.768774
-14.009897	-14.000859	-14.004473	-13.780492
-14.009203	-14.001902	-14.006566	-13.75677
-14.009897	-14.000165	-14.008233	-13.777411
-14.008162	-13.99947	-14.012131	-13.776289
-14.006428	-13.998778	-14.00933	-13.775957
-14.007816	-13.997389	-14.00758	-13.769688
-14.008163	-14.004676	-14.001946	-13.776223
-14.009203	-14.015083	-14.00405	-13.761482
-14.008162	-14.010226	-14.006902	-13.76022
-14.010244	-14.009882	-14.013482	-13.752974
-14.01406	-14.006757	-13.997729	-13.723351
-14.014753	-13.999473	-14.001863	-13.725876
-14.0151	-14.000863	-14.005367	-13.716992
-14.019957	-13.997741	-14.005729	-13.738567
-14.021345	-13.998433	-14.005343	-13.725556
