Step	Time	Atoms	Temp	PotEng	KinEng	TotEng	Density
1010000	1010	14364	878.87882	-46494.378	1631.6943	-44862.684	2.570848
1015000	1015	14364	878.23576	-46504.879	1630.5004	-44874.378	2.5804291
1020000	1020	14364	884.90766	-46484.611	1642.8872	-44841.723	2.5724244
1025000	1025	14364	885.26187	-46489.59	1643.5448	-44846.046	2.5720582
1030000	1030	14364	875.62245	-46478.346	1625.6487	-44852.697	2.57067
1035000	1035	14364	889.12701	-46482.209	1650.7207	-44831.488	2.5682985
1040000	1040	14364	881.58699	-46477.33	1636.7222	-44840.608	2.57026
1045000	1045	14364	886.86023	-46512.443	1646.5123	-44865.931	2.5799553
1050000	1050	14364	879.49916	-46500.564	1632.846	-44867.718	2.5768817
1055000	1055	14364	885.65333	-46482.443	1644.2716	-44838.171	2.5698051
1060000	1060	14364	881.80877	-46499.031	1637.134	-44861.897	2.5774068
1065000	1065	14364	874.51316	-46483.337	1623.5892	-44859.748	2.5742654
1070000	1070	14364	867.91421	-46484.065	1611.3378	-44872.727	2.5700198
1075000	1075	14364	878.4348	-46508.763	1630.87	-44877.893	2.5759969
1080000	1080	14364	878.90151	-46500.481	1631.7364	-44868.744	2.575019
1085000	1085	14364	877.02078	-46487.091	1628.2447	-44858.847	2.5634124
1090000	1090	14364	889.68919	-46501.673	1651.7644	-44849.908	2.56604
1095000	1095	14364	884.72075	-46513.029	1642.5402	-44870.489	2.5742835
1100000	1100	14364	864.414	-46474.892	1604.8395	-44870.052	2.5708989
1105000	1105	14364	886.94249	-46486.086	1646.665	-44839.421	2.5750893
1110000	1110	14364	888.11267	-46491.471	1648.8375	-44842.633	2.5776469
1115000	1115	14364	887.24081	-46479.507	1647.2189	-44832.288	2.5658571
1120000	1120	14364	881.33339	-46470.366	1636.2514	-44834.115	2.5717228
1125000	1125	14364	876.21123	-46496.905	1626.7417	-44870.163	2.5784325
1130000	1130	14364	886.80759	-46486.23	1646.4146	-44839.815	2.5695966
1135000	1135	14364	883.12989	-46490.725	1639.5867	-44851.138	2.5669131
1140000	1140	14364	878.09414	-46496.009	1630.2375	-44865.772	2.5724455
1145000	1145	14364	888.78575	-46482.607	1650.0872	-44832.52	2.5747367
1150000	1150	14364	874.75843	-46500.271	1624.0445	-44876.227	2.567089
1155000	1155	14364	882.19047	-46490.779	1637.8426	-44852.936	2.5693422
1160000	1160	14364	877.51715	-46495.685	1629.1663	-44866.519	2.5755423
1165000	1165	14364	880.84984	-46469.773	1635.3536	-44834.419	2.5683718
1170000	1170	14364	880.75049	-46518.174	1635.1692	-44883.004	2.5796718
1175000	1175	14364	874.51785	-46515.041	1623.5979	-44891.443	2.577474
1180000	1180	14364	889.52973	-46471.539	1651.4684	-44820.071	2.5683528
1185000	1185	14364	878.88681	-46497.083	1631.7091	-44865.373	2.5795359
1190000	1190	14364	889.54164	-46506.898	1651.4905	-44855.407	2.5780448
1195000	1195	14364	883.68237	-46478.831	1640.6124	-44838.219	2.5725135
1200000	1200	14364	875.08998	-46497.377	1624.6601	-44872.717	2.5747072
1205000	1205	14364	880.12982	-46508.998	1634.0169	-44874.981	2.5836788
1210000	1210	14364	881.00783	-46481.874	1635.6469	-44846.227	2.5742698
1215000	1215	14364	893.8563	-46489.354	1659.501	-44829.853	2.5759932
1220000	1220	14364	894.89591	-46494.767	1661.431	-44833.336	2.5793593
1225000	1225	14364	880.1925	-46485.484	1634.1332	-44851.35	2.5686459
1230000	1230	14364	879.85446	-46488.297	1633.5056	-44854.791	2.5710929
