Step	Time	Atoms	Temp	PotEng	KinEng	TotEng	Density
855000	855	25501	767.2013	-82934.391	2528.7981	-80405.593	2.6020176
860000	860	25501	762.52339	-82952.192	2513.379	-80438.813	2.6099719
865000	865	25501	770.71866	-82892.412	2540.3918	-80352.02	2.5831317
870000	870	25501	772.37974	-82847.08	2545.8669	-80301.213	2.5747227
875000	875	25501	763.0825	-82923.126	2515.2219	-80407.904	2.59459
880000	880	25501	768.00007	-82963.358	2531.4309	-80431.927	2.6059358
885000	885	25501	769.78139	-82922.118	2537.3024	-80384.816	2.5896293
890000	890	25501	768.49052	-82851.693	2533.0475	-80318.645	2.5737939
895000	895	25501	771.68526	-82912.164	2543.5778	-80368.586	2.5890099
900000	900	25501	764.73512	-82951.426	2520.6692	-80430.757	2.6089902
905000	905	25501	769.1078	-82943.362	2535.0821	-80408.28	2.5967598
910000	910	25501	771.96303	-82876.106	2544.4934	-80331.613	2.5746235
915000	915	25501	767.9475	-82899.54	2531.2576	-80368.282	2.5855016
920000	920	25501	769.8025	-82972.05	2537.372	-80434.678	2.6050541
925000	925	25501	771.31038	-82952.729	2542.3421	-80410.387	2.601142
930000	930	25501	763.87897	-82867.613	2517.8472	-80349.766	2.5796598
935000	935	25501	772.18244	-82867.151	2545.2166	-80321.934	2.5824091
940000	940	25501	766.61622	-82947.023	2526.8696	-80420.154	2.6058012
945000	945	25501	765.68872	-82940.454	2523.8124	-80416.642	2.6012174
950000	950	25501	767.46829	-82889.328	2529.6781	-80359.65	2.5797352
955000	955	25501	775.251	-82868.798	2555.331	-80313.468	2.5786322
960000	960	25501	766.53133	-82945.472	2526.5898	-80418.882	2.6019194
965000	965	25501	771.33581	-82939.624	2542.426	-80397.198	2.6043564
970000	970	25501	768.22141	-82904.489	2532.1605	-80372.329	2.5823348
975000	975	25501	775.28925	-82855.91	2555.457	-80300.453	2.5786737
980000	980	25501	770.52567	-82946.228	2539.7556	-80406.472	2.5994523
985000	985	25501	770.2908	-82962.779	2538.9815	-80423.798	2.6070679
990000	990	25501	767.59279	-82918.271	2530.0885	-80388.182	2.5888312
995000	995	25501	770.52098	-82876.219	2539.7402	-80336.479	2.5774189
1000000	1000	25501	773.69889	-82922.684	2550.215	-80372.469	2.5933585
1005000	1005	25501	775.89523	-82965.361	2557.4544	-80407.906	2.6081095
1010000	1010	25501	761.24595	-82934.522	2509.1684	-80425.353	2.5912352
1015000	1015	25501	763.88215	-82839.904	2517.8577	-80322.046	2.5791578
1020000	1020	25501	768.48717	-82912.715	2533.0365	-80379.678	2.5938768
1025000	1025	25501	771.81326	-82941.168	2543.9997	-80397.169	2.6072074
1030000	1030	25501	773.99165	-82924.301	2551.1799	-80373.121	2.5920074
1035000	1035	25501	764.74782	-82888.187	2520.7111	-80367.476	2.5795307
1040000	1040	25501	772.62348	-82909.785	2546.6703	-80363.114	2.5856899
1045000	1045	25501	768.06113	-82935.045	2531.6322	-80403.413	2.6068374
1050000	1050	25501	772.59813	-82918.373	2546.5867	-80371.786	2.5974845
1055000	1055	25501	770.98163	-82861.61	2541.2585	-80320.352	2.5800735
1060000	1060	25501	773.91017	-82897.039	2550.9114	-80346.128	2.5863495
1065000	1065	25501	779.61481	-82941.607	2569.7147	-80371.892	2.6011611
1070000	1070	25501	768.20297	-82978.482	2532.0997	-80446.383	2.5991023
1075000	1075	25501	766.44711	-82870.947	2526.3121	-80344.634	2.5822483
1080000	1080	25501	768.91741	-82894.267	2534.4546	-80359.812	2.5851543
1085000	1085	25501	766.80979	-82932.96	2527.5076	-80405.452	2.6004031
1090000	1090	25501	767.17803	-82959.338	2528.7214	-80430.617	2.6015934
1095000	1095	25501	776.01906	-82885.79	2557.8626	-80327.928	2.587439
1100000	1100	25501	771.67886	-82868.403	2543.5567	-80324.846	2.5792195
1105000	1105	25501	772.48472	-82933.226	2546.2129	-80387.013	2.5994583
1110000	1110	25501	762.82424	-82950.391	2514.3707	-80436.02	2.6048776
1115000	1115	25501	766.24037	-82910.538	2525.6307	-80384.908	2.5906859
1120000	1120	25501	770.05486	-82857.027	2538.2038	-80318.823	2.5800898
1125000	1125	25501	764.46752	-82938.932	2519.7871	-80419.145	2.5955197
1130000	1130	25501	776.36326	-82944.797	2558.9971	-80385.8	2.60537
1135000	1135	25501	771.4628	-82909.954	2542.8445	-80367.11	2.5924924
1140000	1140	25501	767.51496	-82879.634	2529.8319	-80349.802	2.5771908
1145000	1145	25501	769.01668	-82916.958	2534.7818	-80382.177	2.5914564
1150000	1150	25501	771.55281	-82950.475	2543.1412	-80407.334	2.6018969
1155000	1155	25501	770.55419	-82953.867	2539.8496	-80414.017	2.5932217
1160000	1160	25501	768.48189	-82895.44	2533.019	-80362.421	2.5779599
1165000	1165	25501	769.48671	-82921.801	2536.3311	-80385.47	2.5882974
1170000	1170	25501	769.68573	-82944.515	2536.9871	-80407.528	2.6008334
1175000	1175	25501	764.4821	-82948.625	2519.8352	-80428.79	2.5958265
1180000	1180	25501	768.703	-82911.668	2533.7479	-80377.92	2.5824197
1185000	1185	25501	767.5313	-82910.437	2529.8858	-80380.551	2.5865752
1190000	1190	25501	767.44329	-82950.078	2529.5957	-80420.482	2.5986461
1195000	1195	25501	763.0702	-82957.482	2515.1814	-80442.3	2.5996115
1200000	1200	25501	768.90872	-82898.46	2534.426	-80364.034	2.5843243
1205000	1205	25501	772.88781	-82896.278	2547.5416	-80348.736	2.5844568
1210000	1210	25501	768.58593	-82933.691	2533.362	-80400.329	2.5995232
1215000	1215	25501	773.89357	-82952.601	2550.8567	-80401.745	2.6008709
1220000	1220	25501	764.60307	-82892.836	2520.2339	-80372.602	2.5868439
1225000	1225	25501	771.45748	-82897.557	2542.827	-80354.73	2.5843177
1230000	1230	25501	774.76885	-82943.369	2553.7417	-80389.628	2.5956713
1235000	1235	25501	766.62993	-82945.385	2526.9147	-80418.47	2.6005225
1240000	1240	25501	765.02038	-82922.218	2521.6095	-80400.609	2.5914765
1245000	1245	25501	765.52262	-82885.979	2523.2649	-80362.714	2.579652
1250000	1250	25501	764.71233	-82942.468	2520.5941	-80421.874	2.5947114
1255000	1255	25501	767.35788	-82954.577	2529.3142	-80425.263	2.602921
1260000	1260	25501	779.98956	-82919.326	2570.9499	-80348.376	2.5900025
1265000	1265	25501	761.73149	-82900.911	2510.7688	-80390.142	2.5842218
1270000	1270	25501	774.28616	-82928.255	2552.1507	-80376.104	2.5940262
1275000	1275	25501	768.60747	-82960.811	2533.433	-80427.378	2.5991034
1280000	1280	25501	768.74956	-82940.043	2533.9013	-80406.142	2.594276
1285000	1285	25501	773.23822	-82889.637	2548.6965	-80340.94	2.5838389
1290000	1290	25501	777.04733	-82946.057	2561.2519	-80384.805	2.5913673
1295000	1295	25501	767.44904	-82940.961	2529.6146	-80411.346	2.5974876
1300000	1300	25501	768.47696	-82953.541	2533.0028	-80420.538	2.5932201
1305000	1305	25501	757.49294	-82895.383	2496.798	-80398.585	2.5851093
1310000	1310	25501	772.43948	-82919.956	2546.0638	-80373.892	2.5911878
1315000	1315	25501	775.21121	-82927.253	2555.1998	-80372.053	2.5987009
1320000	1320	25501	767.34515	-82938.767	2529.2722	-80409.495	2.5990979
1325000	1325	25501	766.67258	-82918.111	2527.0553	-80391.055	2.5873078
1330000	1330	25501	768.22322	-82930.692	2532.1665	-80398.526	2.5842652
1335000	1335	25501	765.52626	-82917.996	2523.2769	-80394.719	2.6022667
1340000	1340	25501	765.341	-82943.154	2522.6663	-80420.488	2.5975496
1345000	1345	25501	766.66655	-82905.438	2527.0354	-80378.402	2.5897569
1350000	1350	25501	765.21454	-82869.173	2522.2494	-80346.924	2.5873422
1355000	1355	25501	762.93463	-82943.245	2514.7345	-80428.511	2.594491
1360000	1360	25501	767.93852	-82918.663	2531.228	-80387.435	2.5974231
1365000	1365	25501	765.39936	-82920.917	2522.8586	-80398.058	2.5882842
1370000	1370	25501	763.10083	-82903.587	2515.2824	-80388.305	2.5839558
1375000	1375	25501	767.73187	-82940.242	2530.5469	-80409.695	2.5925868
1380000	1380	25501	764.99753	-82949.153	2521.5341	-80427.619	2.602069
1385000	1385	25501	768.72255	-82930.783	2533.8123	-80396.971	2.5887852
1390000	1390	25501	770.06425	-82896.702	2538.2347	-80358.467	2.5838411
1395000	1395	25501	761.31341	-82924.864	2509.3908	-80415.473	2.5932859
1400000	1400	25501	763.90389	-82954.495	2517.9293	-80436.566	2.6014962
1405000	1405	25501	770.65269	-82915.141	2540.1743	-80374.967	2.5948589
1410000	1410	25501	768.68809	-82885.684	2533.6987	-80351.985	2.5836994
1415000	1415	25501	770.28392	-82928.826	2538.9588	-80389.868	2.5913767
1420000	1420	25501	765.09097	-82938.415	2521.8421	-80416.572	2.5944361
1425000	1425	25501	770.45032	-82942.212	2539.5073	-80402.705	2.5960747
1430000	1430	25501	764.79601	-82888.221	2520.8699	-80367.351	2.5845436
1435000	1435	25501	765.82124	-82909.873	2524.2492	-80385.623	2.5886365
1440000	1440	25501	765.81987	-82961.314	2524.2447	-80437.069	2.6022548
1445000	1445	25501	768.18121	-82942.157	2532.028	-80410.129	2.5954811
1450000	1450	25501	767.05308	-82906.27	2528.3095	-80377.961	2.5870213
1455000	1455	25501	765.62907	-82896.489	2523.6158	-80372.873	2.58637
1460000	1460	25501	768.81173	-82934.575	2534.1062	-80400.469	2.5994128
1465000	1465	25501	770.20614	-82943.43	2538.7024	-80404.728	2.5973426
1470000	1470	25501	761.7954	-82915.925	2510.9795	-80404.946	2.5855094
1475000	1475	25501	769.87556	-82889.501	2537.6128	-80351.888	2.5854027
1480000	1480	25501	768.4318	-82962.482	2532.854	-80429.628	2.5968241
1485000	1485	25501	764.96875	-82932.365	2521.4393	-80410.925	2.5995842
1490000	1490	25501	766.40908	-82920.727	2526.1868	-80394.54	2.5905512
1495000	1495	25501	777.71662	-82903.048	2563.458	-80339.59	2.5858671
1500000	1500	25501	771.9789	-82928.788	2544.5457	-80384.242	2.5952048
1505000	1505	25501	764.36558	-82951.083	2519.4511	-80431.631	2.6003084
1510000	1510	25501	768.30931	-82921.552	2532.4502	-80389.101	2.590957
1515000	1515	25501	766.80989	-82906.432	2527.5079	-80378.924	2.585926
1520000	1520	25501	769.37487	-82930.099	2535.9624	-80394.136	2.5914427
1525000	1525	25501	771.35821	-82951.42	2542.4998	-80408.92	2.5989014
1530000	1530	25501	764.5633	-82942.861	2520.1029	-80422.758	2.5930594
1535000	1535	25501	774.13434	-82910.542	2551.6503	-80358.892	2.5874326
1540000	1540	25501	776.1381	-82928.197	2558.2549	-80369.942	2.5881485
1545000	1545	25501	774.72604	-82936.697	2553.6006	-80383.096	2.5983456
1550000	1550	25501	776.5387	-82905.62	2559.5754	-80346.044	2.5940191
1555000	1555	25501	778.85844	-82896.326	2567.2215	-80329.105	2.5887213
1560000	1560	25501	777.43482	-82914.471	2562.5291	-80351.941	2.5893943
1565000	1565	25501	770.64685	-82953.983	2540.1551	-80413.828	2.5999527
1570000	1570	25501	771.2781	-82937.523	2542.2358	-80395.287	2.5955757
1575000	1575	25501	756.8555	-82920.088	2494.6969	-80425.391	2.5842121
1580000	1580	25501	768.17537	-82906.226	2532.0087	-80374.217	2.5898384
1585000	1585	25501	770.26832	-82940.541	2538.9074	-80401.633	2.5983813
1590000	1590	25501	767.80615	-82955.443	2530.7917	-80424.651	2.5945406
1595000	1595	25501	764.44062	-82924.948	2519.6985	-80405.25	2.5862666
1600000	1600	25501	765.92872	-82946.883	2524.6035	-80422.28	2.5906892
1605000	1605	25501	770.95325	-82958.072	2541.165	-80416.907	2.5937986
1610000	1610	25501	766.30134	-82965.098	2525.8317	-80439.267	2.5953784
1615000	1615	25501	762.91994	-82925.496	2514.6861	-80410.81	2.587886
1620000	1620	25501	769.33587	-82908.974	2535.8339	-80373.14	2.5887365
1625000	1625	25501	767.66736	-82934.315	2530.3343	-80403.981	2.5971399
1630000	1630	25501	768.21555	-82960.221	2532.1412	-80428.08	2.5971032
1635000	1635	25501	767.0288	-82907.192	2528.2295	-80378.962	2.5928148
1640000	1640	25501	775.92009	-82917.04	2557.5363	-80359.504	2.5837217
